player,college_team,college_seasons_played,career_college_passing_yards,avg_college_passing_yards_per_season,career_college_passing_tds,avg_college_passing_tds_per_season,career_college_rushing_yards,avg_college_rushing_yards_per_season,career_college_rushing_tds,avg_college_rushing_tds_per_season,career_college_completions,avg_college_completions_per_season,career_college_attempts,avg_college_attempts_per_season
"Re-al Mitchell","Iowa State",1,14,14.0,1,1.00,100,100.0,1,1.00,2,2.0,4,4.0
"Re-al Mitchell","San Diego",2,94,47.0,3,1.50,634,317.0,7,3.50,10,5.0,16,8.0
"Re-al Mitchell",Temple,1,212,212.0,1,1.00,114,114.0,0,0.00,24,24.0,49,49.0
"Reagan Andrew",Butler,2,2789,1394.5,19,9.50,946,473.0,14,7.00,246,123.0,371,185.5
"Reece Goddard","Western Michigan",1,542,542.0,3,3.00,57,57.0,2,2.00,44,44.0,96,96.0
"Reece Udinski",Maryland,1,100,100.0,1,1.00,NULL,NULL,NULL,NULL,11,11.0,15,15.0
"Reece Udinski",Richmond,1,3396,3396.0,26,26.00,4,4.0,4,4.00,356,356.0,475,475.0
"Reece Udinski",VMI,3,648,216.0,1,0.33,-62,-20.7,0,0.00,79,26.3,141,47.0
"Reese Hannon",Furman,3,611,203.7,2,0.67,-19,-6.3,0,0.00,57,19.0,107,35.7
"Reese Phillips",Kentucky,1,45,45.0,0,0.00,18,18.0,0,0.00,2,2.0,9,9.0
"Reese Phillips",Montana,1,123,123.0,0,0.00,-18,-18.0,0,0.00,17,17.0,28,28.0
"Reese Poffenbarger",Miami,1,20,20.0,0,0.00,12,12.0,0,0.00,6,6.0,7,7.0
"Reese Poffenbarger","North Texas",1,36,36.0,0,0.00,20,20.0,0,0.00,5,5.0,7,7.0
"Reese Poffenbarger",UAlbany,2,6560,3280.0,59,29.50,302,151.0,8,4.00,501,250.5,835,417.5
"Reggie Graff","Utah Tech",2,1873,936.5,13,6.50,767,383.5,7,3.50,180,90.0,307,153.5
"Reggie Hayes",Navy,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Reginald Bell","Eastern Michigan",2,1556,778.0,11,5.50,661,330.5,4,2.00,129,64.5,227,113.5
"Reid Herring","East Carolina",3,1696,565.3,7,2.33,-51,-17.0,1,0.33,159,53.0,293,97.7
"Reid McCollum","South Carolina",1,39,39.0,1,1.00,NULL,NULL,NULL,NULL,4,4.0,6,6.0
"Reilly Hennessey","Eastern Washington",1,145,145.0,2,2.00,20,20.0,0,0.00,14,14.0,21,21.0
"Reilly O'Toole",Illinois,4,2319,579.8,18,4.50,390,97.5,3,0.75,239,59.8,376,94.0
"Ren Hefley",Gardner-Webb,1,197,197.0,1,1.00,-12,-12.0,0,0.00,25,25.0,47,47.0
"Ren Hefley",Presbyterian,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Rent Montie",Lafayette,2,538,269.0,2,1.00,38,19.0,2,1.00,52,26.0,90,45.0
"Rett Files","North Alabama",3,390,130.0,1,0.33,-67,-22.3,0,0.00,33,11.0,51,17.0
"Rex Culpepper",Syracuse,3,1546,515.3,11,3.67,-9,-3.0,0,0.00,139,46.3,266,88.7
"Rhett Rodriguez",Arizona,4,578,144.5,3,0.75,-2,-0.5,1,0.25,51,12.8,100,25.0
"Rhett Rodriguez","UL Monroe",1,799,799.0,4,4.00,35,35.0,0,0.00,70,70.0,137,137.0
"Ricardo Young",Maryland,1,NULL,NULL,NULL,NULL,7,7.0,0,0.00,NULL,NULL,NULL,NULL
"Richard Brehaut",UCLA,4,2445,611.3,12,3.00,187,46.8,6,1.50,201,50.3,359,89.8
"Richard Cue","South Carolina State",2,362,181.0,2,1.00,3,1.5,0,0.00,36,18.0,75,37.5
"Richard Lagow",Indiana,2,5298,2649.0,34,17.00,-238,-119.0,2,1.00,425,212.5,733,366.5
"Richie Harrington","Oregon State",1,66,66.0,1,1.00,NULL,NULL,NULL,NULL,6,6.0,9,9.0
"Richie Kenney",Cornell,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Richie Lankford","West Georgia",1,17,17.0,0,0.00,15,15.0,1,1.00,2,2.0,3,3.0
"Richie Munoz","Weber State",2,3243,1621.5,30,15.00,233,116.5,4,2.00,303,151.5,494,247.0
"Rick Settle",TCU,1,NULL,NULL,NULL,NULL,18,18.0,1,1.00,NULL,NULL,NULL,NULL
"Rickie Collins",LSU,2,38,19.0,0,0.00,37,18.5,0,0.00,7,3.5,7,3.5
"Rickie Collins",Syracuse,1,957,957.0,6,6.00,143,143.0,1,1.00,85,85.0,156,156.0
"Ricky Dobbs",Navy,3,2770,923.3,20,6.67,2654,884.7,49,16.33,147,49.0,271,90.3
"Ricky Lloyd","Southern Miss",1,277,277.0,1,1.00,55,55.0,0,0.00,22,22.0,44,44.0
"Ricky Stanzi",Iowa,4,7377,1844.3,56,14.00,-4,-1.0,2,0.50,542,135.5,907,226.8
"Ricky Town",Pittsburgh,1,15,15.0,0,0.00,NULL,NULL,NULL,NULL,1,1.0,1,1.0
"Ridge Docekal",Bryant,2,73,36.5,1,0.50,8,4.0,0,0.00,15,7.5,30,15.0
"Riley Ferguson",Memphis,2,7955,3977.5,70,35.00,-48,-24.0,10,5.00,579,289.5,917,458.5
"Riley Gallaher",Campbell,1,0,0.0,0,0.00,2,2.0,0,0.00,0,0.0,3,3.0
"Riley Leonard",Duke,3,4450,1483.3,24,8.00,1223,407.7,19,6.33,382,127.3,618,206.0
"Riley Leonard","Notre Dame",1,2861,2861.0,21,21.00,906,906.0,17,17.00,269,269.0,403,403.0
"Riley Neal","Ball State",4,7393,1848.3,46,11.50,1363,340.8,15,3.75,731,182.8,1219,304.8
"Riley Neal",Vanderbilt,1,1585,1585.0,9,9.00,47,47.0,0,0.00,149,149.0,258,258.0
"Riley Nelson",BYU,4,4032,1008.0,35,8.75,858,214.5,6,1.50,324,81.0,560,140.0
"Riley Skinner","Wake Forest",4,9762,2440.5,60,15.00,161,40.3,4,1.00,903,225.8,1349,337.3
"Riley Trujillo",Delaware,1,NULL,NULL,NULL,NULL,-2,-2.0,0,0.00,NULL,NULL,NULL,NULL
"Rio Johnson","East Carolina",2,592,296.0,2,1.00,-19,-9.5,1,0.50,66,33.0,101,50.5
"Rishon Holmes",Towson,1,NULL,NULL,NULL,NULL,3,3.0,0,0.00,NULL,NULL,NULL,NULL
"RJ Johnson","Florida A&M",1,183,183.0,0,0.00,5,5.0,0,0.00,17,17.0,32,32.0
"RJ Johnson III","Florida A&M",1,1237,1237.0,7,7.00,113,113.0,2,2.00,103,103.0,153,153.0
"RJ Martinez",Baylor,1,110,110.0,0,0.00,22,22.0,0,0.00,12,12.0,24,24.0
"RJ Martinez","Northern Arizona",2,2976,1488.0,17,8.50,116,58.0,8,4.00,303,151.5,458,229.0
"RJ Martinez","Texas State",1,148,148.0,0,0.00,21,21.0,0,0.00,18,18.0,24,24.0
"Rob Bolden","Eastern Michigan",1,399,399.0,4,4.00,84,84.0,0,0.00,41,41.0,95,95.0
"Rob Bolden","Penn State",2,2045,1022.5,7,3.50,27,13.5,1,0.50,165,82.5,328,164.0
"Rob Henry",Purdue,3,2044,681.3,15,5.00,657,219.0,7,2.33,188,62.7,352,117.3
"Rob McCoy","Charleston Southern",1,52,52.0,0,0.00,20,20.0,0,0.00,7,7.0,13,13.0
"Rob McCoy","Sacred Heart",2,1397,698.5,4,2.00,440,220.0,4,2.00,140,70.0,247,123.5
"Robbie Kelley",Akron,2,254,127.0,2,1.00,-24,-12.0,0,0.00,22,11.0,54,27.0
"Robbie Picazo",Stanford,2,22,11.0,0,0.00,NULL,NULL,NULL,NULL,4,2.0,4,2.0
"Robby Ashford",Auburn,2,1758,879.0,9,4.50,927,463.5,12,6.00,137,68.5,277,138.5
"Robby Ashford","South Carolina",1,324,324.0,2,2.00,227,227.0,2,2.00,23,23.0,32,32.0
"Robby Ashford","Wake Forest",1,1205,1205.0,3,3.00,228,228.0,4,4.00,95,95.0,162,162.0
"Robby Rowell",California,2,13,6.5,0,0.00,-6,-3.0,0,0.00,2,1.0,3,1.5
"Robert Benjamin",Wyoming,1,269,269.0,1,1.00,118,118.0,0,0.00,30,30.0,66,66.0
"Robert Coleman",Lamar,3,4000,1333.3,32,10.67,391,130.3,7,2.33,323,107.7,571,190.3
"Robert Council","Morgan State",3,325,108.3,3,1.00,145,48.3,1,0.33,24,8.0,54,18.0
"Robert Griffin III",Baylor,4,10366,2591.5,78,19.50,2254,563.5,33,8.25,800,200.0,1192,298.0
"Robert Marve",Miami,1,1293,1293.0,9,9.00,119,119.0,2,2.00,116,116.0,213,213.0
"Robert Marve",Purdue,3,2879,959.7,22,7.33,85,28.3,2,0.67,294,98.0,461,153.7
"Robert Mitchell","Charleston Southern",2,142,71.0,1,0.50,34,17.0,0,0.00,7,3.5,20,10.0
"Robert Partridge","Miami (OH)",1,NULL,NULL,NULL,NULL,-18,-18.0,0,0.00,NULL,NULL,NULL,NULL
"Robert Ratliff","Ole Miss",1,24,24.0,0,0.00,NULL,NULL,NULL,NULL,3,3.0,7,7.0
"Robert Riddle",Mercer,1,104,104.0,2,2.00,26,26.0,0,0.00,10,10.0,19,19.0
"Rocco Becht","Iowa State",4,8623,2155.8,58,14.50,438,109.5,18,4.50,661,165.3,1076,269.0
"Rocco Koch",Idaho,2,42,21.0,1,0.50,227,113.5,5,2.50,1,0.5,7,3.5
"Rocky Lombardi","Michigan State",3,1902,634.0,11,3.67,180,60.0,0,0.00,159,53.0,333,111.0
"Rocky Lombardi","Northern Illinois",3,5516,1838.7,31,10.33,604,201.3,17,5.67,439,146.3,745,248.3
"Rodney Thompson","Northern Illinois",1,34,34.0,0,0.00,20,20.0,1,1.00,1,1.0,2,2.0
"Rodney Tisdale Jr.","Western Kentucky",1,387,387.0,2,2.00,85,85.0,0,0.00,34,34.0,50,50.0
"Roman Fuller",Tulsa,3,128,42.7,2,0.67,-7,-2.3,0,0.00,21,7.0,31,10.3
"Roman Gagliano","Middle Tennessee",2,46,23.0,0,0.00,-12,-6.0,0,0.00,5,2.5,10,5.0
"Roman Jensen",Maryland,1,NULL,NULL,NULL,NULL,-1,-1.0,0,0.00,NULL,NULL,NULL,NULL
"Romelo Williams","Central Connecticut",2,462,231.0,0,0.00,3,1.5,0,0.00,54,27.0,96,48.0
"Romelo Williams","Virginia St",1,171,171.0,1,1.00,53,53.0,1,1.00,14,14.0,20,20.0
"Ron Kellogg III",Nebraska,2,941,470.5,7,3.50,-14,-7.0,0,0.00,84,42.0,143,71.5
"Ron Peace","East Texas A&M",2,3447,1723.5,18,9.00,109,54.5,5,2.50,271,135.5,477,238.5
"Ronald Butler","Tennessee State",1,285,285.0,2,2.00,40,40.0,0,0.00,19,19.0,30,30.0
"Ronnie Bell","Georgia State",2,2602,1301.0,15,7.50,121,60.5,3,1.50,191,95.5,386,193.0
"Ronnie Fouch",Washington,2,1339,669.5,4,2.00,-105,-52.5,1,0.50,113,56.5,251,125.5
"Ross Bowers",California,3,3095,1031.7,18,6.00,-147,-49.0,3,1.00,280,93.3,478,159.3
"Ross Bowers","Northern Illinois",2,3505,1752.5,17,8.50,-198,-99.0,1,0.50,289,144.5,499,249.5
"Ross Comis",Massachusetts,4,3011,752.8,21,5.25,388,97.0,10,2.50,216,54.0,368,92.0
"Ross Jenkins","Louisiana Tech",4,5036,1259.0,36,9.00,244,61.0,7,1.75,438,109.5,742,185.5
"Ross Malmgren","Charleston Southern",3,839,279.7,7,2.33,-54,-18.0,0,0.00,94,31.3,154,51.3
"Ross Metheny","South Alabama",2,4770,2385.0,27,13.50,745,372.5,11,5.50,390,195.0,669,334.5
"Ross Metheny",Virginia,2,207,103.5,3,1.50,-15,-7.5,0,0.00,15,7.5,19,9.5
"Ross Trail",Cincinnati,2,525,262.5,1,0.50,31,15.5,2,1.00,51,25.5,79,39.5
"Rowan Keefe",Valparaiso,3,1514,504.7,9,3.00,-7,-2.3,2,0.67,123,41.0,214,71.3
"Ruben Lee II","Mississippi Valley State",2,248,124.0,2,1.00,4,2.0,0,0.00,19,9.5,35,17.5
"Ruben Lee II","Norfolk State",1,0,0.0,0,0.00,2,2.0,0,0.00,0,0.0,3,3.0
"Rudy Voss","South Dakota State",1,3,3.0,0,0.00,3,3.0,1,1.00,1,1.0,3,3.0
"Ruel Tomlinson","Kent State",1,73,73.0,0,0.00,7,7.0,0,0.00,11,11.0,28,28.0
"Russell Bellomy",Michigan,2,46,23.0,0,0.00,16,8.0,0,0.00,4,2.0,23,11.5
"Russell Bellomy",UTSA,1,39,39.0,0,0.00,21,21.0,0,0.00,4,4.0,10,10.0
"Russell Wilson","NC State",3,8545,2848.3,76,25.33,1083,361.0,17,5.67,682,227.3,1180,393.3
"Russell Wilson",Wisconsin,1,3175,3175.0,33,33.00,338,338.0,6,6.00,225,225.0,309,309.0
"Rusty Smith","Florida Atlantic",4,10112,2528.0,76,19.00,-335,-83.8,5,1.25,768,192.0,1361,340.3
"Ryan Agnew","San Diego State",4,4205,1051.3,24,6.00,345,86.3,1,0.25,354,88.5,600,150.0
"Ryan Aplin","Arkansas State",4,10397,2599.3,64,16.00,1721,430.3,31,7.75,882,220.5,1371,342.8
"Ryan Boe",Northwestern,2,49,24.5,0,0.00,70,35.0,1,0.50,5,2.5,15,7.5
"Ryan Boyle","Indiana State",2,219,109.5,1,0.50,21,10.5,0,0.00,22,11.0,37,18.5
"Ryan Brand",Maryland,1,204,204.0,1,1.00,46,46.0,0,0.00,24,24.0,47,47.0
"Ryan Browne",Purdue,3,2325,775.0,12,4.00,415,138.3,4,1.33,199,66.3,334,111.3
"Ryan Buchanan","Ole Miss",2,171,85.5,2,1.00,21,10.5,0,0.00,20,10.0,35,17.5
"Ryan Burger","App State",2,113,56.5,1,0.50,13,6.5,0,0.00,11,5.5,17,8.5
"Ryan Burger",Liberty,1,88,88.0,0,0.00,70,70.0,1,1.00,8,8.0,19,19.0
"Ryan Burns",Stanford,4,1228,307.0,6,1.50,53,13.3,0,0.00,109,27.3,175,43.8
"Ryan Colburn","Fresno State",3,5334,1778.0,42,14.00,248,82.7,5,1.67,412,137.3,663,221.0
"Ryan Finley","Boise State",2,646,323.0,3,1.50,73,36.5,0,0.00,58,29.0,97,48.5
"Ryan Finley","NC State",3,10181,3393.7,56,18.67,308,102.7,5,1.67,854,284.7,1327,442.3
"Ryan Glover",California,1,94,94.0,0,0.00,-12,-12.0,0,0.00,11,11.0,29,29.0
"Ryan Glover",Memphis,1,29,29.0,0,0.00,52,52.0,0,0.00,4,4.0,5,5.0
"Ryan Graham","Northern Illinois",3,1569,523.0,16,5.33,413,137.7,0,0.00,142,47.3,268,89.3
"Ryan Griffin",Tulane,4,9026,2256.5,56,14.00,-342,-85.5,1,0.25,836,209.0,1396,349.0
"Ryan Higgins","Louisiana Tech",4,6539,1634.8,48,12.00,340,85.0,7,1.75,516,129.0,812,203.0
"Ryan Hilinski",Northwestern,4,2806,701.5,10,2.50,-73,-18.3,3,0.75,248,62.0,451,112.8
"Ryan Hilinski","South Carolina",2,2391,1195.5,11,5.50,-55,-27.5,1,0.50,240,120.0,412,206.0
"Ryan Howard","Central Arkansas",1,79,79.0,1,1.00,NULL,NULL,NULL,NULL,4,4.0,6,6.0
"Ryan Humphries","Sam Houston",1,0,0.0,0,0.00,NULL,NULL,NULL,NULL,0,0.0,1,1.0
"Ryan Jackson","St. Thomas (MN)",1,104,104.0,1,1.00,67,67.0,1,1.00,15,15.0,19,19.0
"Ryan Jankowski",Akron,1,NULL,NULL,NULL,NULL,-8,-8.0,0,0.00,NULL,NULL,NULL,NULL
"Ryan Katz","Oregon State",3,2737,912.3,19,6.33,50,16.7,2,0.67,240,80.0,407,135.7
"Ryan Katz","San Diego State",1,1348,1348.0,13,13.00,287,287.0,4,4.00,99,99.0,163,163.0
"Ryan Kelley","Eastern Washington",2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Ryan Kraft",Wagner,1,70,70.0,0,0.00,-10,-10.0,0,0.00,8,8.0,19,19.0
"Ryan Lamb","Central Michigan",1,NULL,NULL,NULL,NULL,-4,-4.0,0,0.00,NULL,NULL,NULL,NULL
"Ryan Lewis",Rice,1,240,240.0,1,1.00,-19,-19.0,0,0.00,27,27.0,70,70.0
"Ryan Lindley","San Diego State",4,12690,3172.5,90,22.50,-275,-68.8,2,0.50,961,240.3,1732,433.0
"Ryan Mallett",Arkansas,2,7493,3746.5,62,31.00,-103,-51.5,6,3.00,491,245.5,814,407.0
"Ryan Mallett",Michigan,1,892,892.0,7,7.00,-38,-38.0,1,1.00,61,61.0,141,141.0
"Ryan McCarthy","The Citadel",2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Ryan McManus","Wake Forest",1,47,47.0,0,0.00,16,16.0,0,0.00,6,6.0,14,14.0
"Ryan Metz",UTEP,4,3488,872.0,26,6.50,200,50.0,4,1.00,310,77.5,539,134.8
"Ryan Morris","Northern Illinois",4,744,186.0,4,1.00,-102,-25.5,0,0.00,68,17.0,132,33.0
"Ryan Mossakowski",Lamar,2,91,45.5,0,0.00,-8,-4.0,0,0.00,13,6.5,21,10.5
"Ryan Nassib",Syracuse,4,9190,2297.5,70,17.50,164,41.0,5,1.25,791,197.8,1312,328.0
"Ryan O'Connor",Delaware,3,3049,1016.3,28,9.33,75,25.0,3,1.00,244,81.3,421,140.3
"Ryan Polite",UTSA,1,604,604.0,3,3.00,107,107.0,1,1.00,46,46.0,75,75.0
"Ryan Puglisi",Georgia,1,112,112.0,1,1.00,15,15.0,0,0.00,9,9.0,15,15.0
"Ryan Radcliff","Central Michigan",4,9917,2479.3,65,16.25,-152,-38.0,2,0.50,791,197.8,1347,336.8
"Ryan Rizk",Miami,1,9,9.0,0,0.00,-5,-5.0,0,0.00,1,1.0,2,2.0
"Ryan Roberts",McNeese,2,655,327.5,4,2.00,-12,-6.0,1,0.50,59,29.5,109,54.5
"Ryan Rubley",Tulsa,1,92,92.0,1,1.00,0,0.0,0,0.00,7,7.0,11,11.0
"Ryan Saeger","South Dakota",3,290,96.7,0,0.00,12,4.0,0,0.00,27,9.0,45,15.0
"Ryan Schmidt",Iowa,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Ryan Schuster",Lafayette,2,444,222.0,2,1.00,-28,-14.0,3,1.50,50,25.0,94,47.0
"Ryan Smith",UAlbany,1,8,8.0,0,0.00,NULL,NULL,NULL,NULL,2,2.0,5,5.0
"Ryan Stanley","Florida A&M",3,300,100.0,0,0.00,-12,-4.0,0,0.00,28,9.3,62,20.7
"Ryan Staub",Colorado,3,680,226.7,4,1.33,8,2.7,1,0.33,53,17.7,97,32.3
"Ryan Stover",Towson,3,236,78.7,2,0.67,76,25.3,0,0.00,23,7.7,41,13.7
"Ryan Stubblefield","Incarnate Word",1,89,89.0,0,0.00,-4,-4.0,0,0.00,11,11.0,18,18.0
"Ryan Stubblefield","South Carolina State",2,1513,756.5,10,5.00,173,86.5,7,3.50,116,58.0,190,95.0
"Ryan Swingle",VMI,2,34,17.0,0,0.00,NULL,NULL,NULL,NULL,1,0.5,5,2.5
"Ryan Tannehill","Texas A&M",4,5450,1362.5,42,10.50,369,92.3,5,1.25,484,121.0,774,193.5
"Ryan VanSchelven",Dayton,1,NULL,NULL,NULL,NULL,3,3.0,0,0.00,NULL,NULL,NULL,NULL
"Ryan Williams",Memphis,1,2075,2075.0,13,13.00,-174,-174.0,0,0.00,165,165.0,290,290.0
"Ryan Williams",Miami,3,506,168.7,4,1.33,-22,-7.3,0,0.00,37,12.3,53,17.7
"Ryan Willis",Kansas,2,2530,1265.0,12,6.00,-87,-43.5,1,0.50,236,118.0,432,216.0
"Ryan Willis","Virginia Tech",2,3622,1811.0,33,16.50,388,194.0,5,2.50,285,142.5,481,240.5
"Ryan Yost",Assumption,1,0,0.0,0,0.00,-13,-13.0,0,0.00,0,0.0,2,2.0
"Ryan Zanelli",Pennsylvania,1,53,53.0,0,0.00,NULL,NULL,NULL,NULL,1,1.0,1,1.0
"Ryder Burton",UAB,1,258,258.0,3,3.00,7,7.0,1,1.00,21,21.0,28,28.0
"Ryder Hagan","Tennessee State",1,NULL,NULL,NULL,NULL,4,4.0,0,0.00,NULL,NULL,NULL,NULL
"Ryker Fyfe",Nebraska,4,1043,260.8,10,2.50,-13,-3.3,1,0.25,87,21.8,165,41.3
"Sagan Gronauer","Idaho State",2,724,362.0,4,2.00,1,0.5,1,0.50,72,36.0,130,65.0
"Sage Attwood",Colgate,2,79,39.5,0,0.00,10,5.0,0,0.00,12,6.0,18,9.0
"Sam Allen","San José State",1,40,40.0,0,0.00,-12,-12.0,0,0.00,5,5.0,13,13.0
"Sam B. Richardson","Iowa State",4,6050,1512.5,45,11.25,1008,252.0,6,1.50,549,137.3,962,240.5
"Sam Bradford",Oklahoma,3,8406,2802.0,88,29.33,36,12.0,5,1.67,605,201.7,894,298.0
"Sam Darnold",USC,2,7229,3614.5,57,28.50,332,166.0,7,3.50,549,274.5,846,423.0
"Sam Ehlinger",Texas,4,11438,2859.5,94,23.50,1908,477.0,33,8.25,922,230.5,1475,368.8
"Sam Hartman","Notre Dame",1,2689,2689.0,24,24.00,123,123.0,3,3.00,191,191.0,301,301.0
"Sam Hartman","Wake Forest",5,12967,2593.4,110,22.00,886,177.2,17,3.40,944,188.8,1598,319.6
"Sam Horn",Missouri,3,54,18.0,1,0.33,15,5.0,0,0.00,3,1.0,8,2.7
"Sam Howell","North Carolina",3,10283,3427.7,92,30.67,1009,336.3,17,5.67,713,237.7,1117,372.3
"Sam Huard","Cal Poly",1,1775,1775.0,11,11.00,-97,-97.0,0,0.00,146,146.0,254,254.0
"Sam Huard",Washington,2,265,132.5,1,0.50,-45,-22.5,0,0.00,24,12.0,44,22.0
"Sam Johnson","Kansas State",1,NULL,NULL,NULL,NULL,6,6.0,0,0.00,NULL,NULL,NULL,NULL
"Sam Leavitt","Arizona State",2,4513,2256.5,34,17.00,749,374.5,10,5.00,361,180.5,589,294.5
"Sam Leavitt","Michigan State",1,139,139.0,2,2.00,67,67.0,0,0.00,15,15.0,23,23.0
"Sam Noyer",Colorado,4,1280,320.0,6,1.50,189,47.3,5,1.25,109,27.3,201,50.3
"Sam Noyer","Oregon State",1,101,101.0,0,0.00,-3,-3.0,0,0.00,11,11.0,24,24.0
"Sam Stratton",Wyoming,3,23,7.7,0,0.00,58,19.3,0,0.00,2,0.7,5,1.7
"Sam Straub","Southern Illinois",3,692,230.7,9,3.00,54,18.0,1,0.33,60,20.0,96,32.0
"Sam Vidlak","Boise State",1,86,86.0,0,0.00,-15,-15.0,0,0.00,9,9.0,14,14.0
"Sam Vidlak",Montana,1,358,358.0,3,3.00,-65,-65.0,0,0.00,36,36.0,54,54.0
"Sam Vidlak","Oregon State",1,8,8.0,0,0.00,NULL,NULL,NULL,NULL,2,2.0,3,3.0
"Sam Vidlak","Stephen F. Austin",2,4055,2027.5,40,20.00,-169,-84.5,0,0.00,319,159.5,485,242.5
"Samaj Jones",Cincinnati,1,53,53.0,1,1.00,26,26.0,0,0.00,2,2.0,2,2.0
"Samari Collier","Coastal Carolina",1,351,351.0,4,4.00,237,237.0,5,5.00,25,25.0,54,54.0
"Sammuel Lamur","Kansas State",2,80,40.0,0,0.00,37,18.5,1,0.50,9,4.5,11,5.5
"Samson Szakacsy","Arizona State",2,414,207.0,4,2.00,-6,-3.0,1,0.50,40,20.0,67,33.5
"Santino Marucci","New Mexico State",1,519,519.0,3,3.00,131,131.0,1,1.00,49,49.0,112,112.0
"Santino Marucci","Wake Forest",2,151,75.5,1,0.50,1,0.5,0,0.00,12,6.0,21,10.5
"Sawyer Kollmorgen","Northern Iowa",4,1397,349.3,9,2.25,-25,-6.3,1,0.25,100,25.0,180,45.0
"Sawyer Robertson",Baylor,3,6448,2149.3,53,17.67,304,101.3,7,2.33,496,165.3,811,270.3
"Sawyer Robertson","Mississippi State",1,23,23.0,0,0.00,0,0.0,0,0.00,6,6.0,11,11.0
"Sawyer Smith",Kentucky,1,690,690.0,4,4.00,-11,-11.0,1,1.00,57,57.0,126,126.0
"Sawyer Smith",Troy,2,1850,925.0,15,7.50,273,136.5,2,1.00,162,81.0,255,127.5
"Sawyer Teeney",Idaho,1,0,0.0,0,0.00,8,8.0,0,0.00,2,2.0,4,4.0
"Scott Lathrop","Southeast Missouri State",2,279,139.5,3,1.50,57,28.5,1,0.50,26,13.0,41,20.5
"Scott McCummings",UConn,2,159,79.5,2,1.00,417,208.5,7,3.50,6,3.0,12,6.0
"Scott Pfeiffer","Houston Christian",1,106,106.0,1,1.00,-10,-10.0,0,0.00,9,9.0,17,17.0
"Scott Smith III",Towson,1,30,30.0,0,0.00,34,34.0,0,0.00,4,4.0,10,10.0
"Scott Tolzien",Wisconsin,3,5271,1757.0,32,10.67,-9,-3.0,3,1.00,410,136.7,602,200.7
"Scotty Fox Jr.","West Virginia",1,466,466.0,3,3.00,80,80.0,1,1.00,39,39.0,66,66.0
"Scotty Gilkey Jr","Eastern Illinois",2,0,0.0,0,0.00,20,10.0,1,0.50,0,0.0,3,1.5
"Scotty Young","Louisiana Tech",1,733,733.0,4,4.00,2,2.0,0,0.00,87,87.0,165,165.0
"Sean Ashenfelder",Rutgers,1,11,11.0,0,0.00,-3,-3.0,0,0.00,1,1.0,1,1.0
"Sean Austin","Montana State",1,218,218.0,2,2.00,51,51.0,0,0.00,16,16.0,20,20.0
"Sean Brophy","Incarnate Word",3,59,19.7,0,0.00,NULL,NULL,NULL,NULL,8,2.7,16,5.3
"Sean Brown",Towson,2,2012,1006.0,11,5.50,-21,-10.5,1,0.50,169,84.5,272,136.0
"Sean Canfield","Oregon State",4,5970,1492.5,38,9.50,-313,-78.3,3,0.75,552,138.0,861,215.3
"Sean Chambers","Montana State",2,1435,717.5,15,7.50,1433,716.5,32,16.00,91,45.5,159,79.5
"Sean Chambers",Wyoming,4,2312,578.0,16,4.00,1092,273.0,15,3.75,158,39.5,324,81.0
"Sean Clifford","Penn State",5,10679,2135.8,86,17.20,1082,216.4,15,3.00,832,166.4,1355,271.0
"Sean Goldrich","New Hampshire",4,427,106.8,2,0.50,40,10.0,1,0.25,40,10.0,68,17.0
"Sean Maguire","Florida State",4,2039,509.8,16,4.00,-131,-32.8,0,0.00,157,39.3,271,67.8
"Sean Mannion","Oregon State",4,13600,3400.0,83,20.75,-804,-201.0,2,0.50,1187,296.8,1838,459.5
"Sean McCormack",Louisville,1,29,29.0,0,0.00,2,2.0,0,0.00,4,4.0,13,13.0
"Sean McGuire","Western Illinois",4,888,222.0,6,1.50,6,1.5,1,0.25,65,16.3,98,24.5
"Sean O'Malley",Lafayette,1,76,76.0,1,1.00,-6,-6.0,0,0.00,9,9.0,16,16.0
"Sean Pratt",UCF,1,NULL,NULL,NULL,NULL,1,1.0,0,0.00,NULL,NULL,NULL,NULL
"Sean Reilly",UNLV,1,186,186.0,1,1.00,-37,-37.0,0,0.00,19,19.0,39,39.0
"Sean Renfree",Duke,4,9465,2366.3,51,12.75,-167,-41.8,9,2.25,898,224.5,1389,347.3
"Sean Rubalcaba","Northern Colorado",1,189,189.0,0,0.00,18,18.0,0,0.00,16,16.0,21,21.0
"Sean Schroeder",Hawai'i,2,4849,2424.5,39,19.50,-220,-110.0,3,1.50,409,204.5,721,360.5
"Sean White",Auburn,2,2845,1422.5,10,5.00,198,99.0,2,1.00,216,108.0,351,175.5
"Sefo Liufau",Colorado,4,9765,2441.3,60,15.00,939,234.8,13,3.25,888,222.0,1412,353.0
