"season","season_type","week","poll","rank","teamId","school","conference","first_place_votes","points"
1993,"regular",8,"AP Top 25",20,38,"Colorado","Big 8",NA,NA
1993,"regular",8,"AP Top 25",21,25,"California","Pac-10",NA,NA
1993,"regular",8,"AP Top 25",22,26,"UCLA","Pac-10",NA,NA
1993,"regular",8,"AP Top 25",23,97,"Louisville","FBS Independents",NA,NA
1993,"regular",8,"AP Top 25",24,183,"Syracuse","Big East",NA,NA
1993,"regular",8,"AP Top 25",25,127,"Michigan State","Big Ten",NA,NA
1993,"regular",9,"AP Top 25",1,52,"Florida State","ACC",NA,NA
1993,"regular",9,"AP Top 25",2,87,"Notre Dame","FBS Independents",NA,NA
1993,"regular",9,"AP Top 25",3,194,"Ohio State","Big Ten",NA,NA
1993,"regular",9,"AP Top 25",4,333,"Alabama","SEC",NA,NA
1993,"regular",9,"AP Top 25",5,158,"Nebraska","Big 8",NA,NA
1993,"regular",9,"AP Top 25",6,2390,"Miami","Big East",NA,NA
1993,"regular",9,"AP Top 25",7,12,"Arizona","Pac-10",NA,NA
1993,"regular",9,"AP Top 25",8,2633,"Tennessee","SEC",NA,NA
1993,"regular",9,"AP Top 25",9,57,"Florida","SEC",NA,NA
1993,"regular",9,"AP Top 25",10,2,"Auburn","SEC",NA,NA
1993,"regular",9,"AP Top 25",11,245,"Texas A&M","Southwest",NA,NA
1993,"regular",9,"AP Top 25",12,153,"North Carolina","ACC",NA,NA
1993,"regular",9,"AP Top 25",13,130,"Michigan","Big Ten",NA,NA
1993,"regular",9,"AP Top 25",14,213,"Penn State","Big Ten",NA,NA
1993,"regular",9,"AP Top 25",15,275,"Wisconsin","Big Ten",NA,NA
1993,"regular",9,"AP Top 25",16,38,"Colorado","Big 8",NA,NA
1993,"regular",9,"AP Top 25",17,201,"Oklahoma","Big 8",NA,NA
1993,"regular",9,"AP Top 25",18,277,"West Virginia","Big East",NA,NA
1993,"regular",9,"AP Top 25",19,26,"UCLA","Pac-10",NA,NA
1993,"regular",9,"AP Top 25",20,97,"Louisville","FBS Independents",NA,NA
1993,"regular",9,"AP Top 25",21,258,"Virginia","ACC",NA,NA
1993,"regular",9,"AP Top 25",22,264,"Washington","Pac-10",NA,NA
1993,"regular",9,"AP Top 25",23,183,"Syracuse","Big East",NA,NA
1993,"regular",9,"AP Top 25",24,127,"Michigan State","Big Ten",NA,NA
1993,"regular",9,"AP Top 25",25,265,"Washington State","Pac-10",NA,NA
1993,"regular",10,"AP Top 25",1,52,"Florida State","ACC",NA,NA
1993,"regular",10,"AP Top 25",2,87,"Notre Dame","FBS Independents",NA,NA
1993,"regular",10,"AP Top 25",3,194,"Ohio State","Big Ten",NA,NA
1993,"regular",10,"AP Top 25",4,2390,"Miami","Big East",NA,NA
1993,"regular",10,"AP Top 25",5,333,"Alabama","SEC",NA,NA
1993,"regular",10,"AP Top 25",6,158,"Nebraska","Big 8",NA,NA
1993,"regular",10,"AP Top 25",7,12,"Arizona","Pac-10",NA,NA
1993,"regular",10,"AP Top 25",8,2633,"Tennessee","SEC",NA,NA
1993,"regular",10,"AP Top 25",9,2,"Auburn","SEC",NA,NA
1993,"regular",10,"AP Top 25",10,57,"Florida","SEC",NA,NA
1993,"regular",10,"AP Top 25",11,245,"Texas A&M","Southwest",NA,NA
1993,"regular",10,"AP Top 25",12,213,"Penn State","Big Ten",NA,NA
1993,"regular",10,"AP Top 25",13,277,"West Virginia","Big East",NA,NA
1993,"regular",10,"AP Top 25",14,201,"Oklahoma","Big 8",NA,NA
1993,"regular",10,"AP Top 25",15,26,"UCLA","Pac-10",NA,NA
1993,"regular",10,"AP Top 25",16,258,"Virginia","ACC",NA,NA
1993,"regular",10,"AP Top 25",17,97,"Louisville","FBS Independents",NA,NA
1993,"regular",10,"AP Top 25",18,153,"North Carolina","ACC",NA,NA
1993,"regular",10,"AP Top 25",19,264,"Washington","Pac-10",NA,NA
1993,"regular",10,"AP Top 25",20,38,"Colorado","Big 8",NA,NA
1993,"regular",10,"AP Top 25",21,275,"Wisconsin","Big Ten",NA,NA
1993,"regular",10,"AP Top 25",22,127,"Michigan State","Big Ten",NA,NA
1993,"regular",10,"AP Top 25",23,84,"Indiana","Big Ten",NA,NA
1993,"regular",10,"AP Top 25",24,130,"Michigan","Big Ten",NA,NA
1993,"regular",10,"AP Top 25",25,2306,"Kansas State","Big 8",NA,NA
1993,"regular",11,"AP Top 25",1,52,"Florida State","ACC",NA,NA
1993,"regular",11,"AP Top 25",2,87,"Notre Dame","FBS Independents",NA,NA
1993,"regular",11,"AP Top 25",3,194,"Ohio State","Big Ten",NA,NA
1993,"regular",11,"AP Top 25",4,2390,"Miami","Big East",NA,NA
1993,"regular",11,"AP Top 25",5,333,"Alabama","SEC",NA,NA
1993,"regular",11,"AP Top 25",6,158,"Nebraska","Big 8",NA,NA
1993,"regular",11,"AP Top 25",7,2633,"Tennessee","SEC",NA,NA
1993,"regular",11,"AP Top 25",8,2,"Auburn","SEC",NA,NA
1993,"regular",11,"AP Top 25",9,57,"Florida","SEC",NA,NA
1993,"regular",11,"AP Top 25",10,245,"Texas A&M","Southwest",NA,NA
1993,"regular",11,"AP Top 25",11,277,"West Virginia","Big East",NA,NA
1993,"regular",11,"AP Top 25",12,26,"UCLA","Pac-10",NA,NA
1993,"regular",11,"AP Top 25",13,97,"Louisville","FBS Independents",NA,NA
1993,"regular",11,"AP Top 25",14,12,"Arizona","Pac-10",NA,NA
1993,"regular",11,"AP Top 25",15,275,"Wisconsin","Big Ten",NA,NA
1993,"regular",11,"AP Top 25",16,153,"North Carolina","ACC",NA,NA
1993,"regular",11,"AP Top 25",17,84,"Indiana","Big Ten",NA,NA
1993,"regular",11,"AP Top 25",18,2306,"Kansas State","Big 8",NA,NA
1993,"regular",11,"AP Top 25",19,213,"Penn State","Big Ten",NA,NA
1993,"regular",11,"AP Top 25",20,201,"Oklahoma","Big 8",NA,NA
1993,"regular",11,"AP Top 25",21,258,"Virginia","ACC",NA,NA
1993,"regular",11,"AP Top 25",22,152,"NC State","ACC",NA,NA
1993,"regular",11,"AP Top 25",23,38,"Colorado","Big 8",NA,NA
1993,"regular",11,"AP Top 25",24,2751,"Wyoming","Western Athletic",NA,NA
1993,"regular",11,"AP Top 25",25,259,"Virginia Tech","Big East",NA,NA
1993,"regular",12,"AP Top 25",1,52,"Florida State","ACC",NA,NA
1993,"regular",12,"AP Top 25",2,87,"Notre Dame","FBS Independents",NA,NA
1993,"regular",12,"AP Top 25",3,2390,"Miami","Big East",NA,NA
1993,"regular",12,"AP Top 25",4,158,"Nebraska","Big 8",NA,NA
1993,"regular",12,"AP Top 25",5,194,"Ohio State","Big Ten",NA,NA
1993,"regular",12,"AP Top 25",6,2633,"Tennessee","SEC",NA,NA
1993,"regular",12,"AP Top 25",7,2,"Auburn","SEC",NA,NA
1993,"regular",12,"AP Top 25",8,57,"Florida","SEC",NA,NA
1993,"regular",12,"AP Top 25",9,277,"West Virginia","Big East",NA,NA
1993,"regular",12,"AP Top 25",10,26,"UCLA","Pac-10",NA,NA
1993,"regular",12,"AP Top 25",11,245,"Texas A&M","Southwest",NA,NA
1993,"regular",12,"AP Top 25",12,333,"Alabama","SEC",NA,NA
1993,"regular",12,"AP Top 25",13,12,"Arizona","Pac-10",NA,NA
1993,"regular",12,"AP Top 25",14,275,"Wisconsin","Big Ten",NA,NA
1993,"regular",12,"AP Top 25",15,153,"North Carolina","ACC",NA,NA
1993,"regular",12,"AP Top 25",16,213,"Penn State","Big Ten",NA,NA
1993,"regular",12,"AP Top 25",17,201,"Oklahoma","Big 8",NA,NA
1993,"regular",12,"AP Top 25",18,258,"Virginia","ACC",NA,NA
1993,"regular",12,"AP Top 25",19,84,"Indiana","Big Ten",NA,NA
1993,"regular",12,"AP Top 25",20,97,"Louisville","FBS Independents",NA,NA
1993,"regular",12,"AP Top 25",21,38,"Colorado","Big 8",NA,NA
1993,"regular",12,"AP Top 25",22,103,"Boston College","Big East",NA,NA
1993,"regular",12,"AP Top 25",23,2751,"Wyoming","Western Athletic",NA,NA
1993,"regular",12,"AP Top 25",24,2306,"Kansas State","Big 8",NA,NA
1993,"regular",12,"AP Top 25",25,264,"Washington","Pac-10",NA,NA
1993,"regular",13,"AP Top 25",1,87,"Notre Dame","FBS Independents",NA,NA
1993,"regular",13,"AP Top 25",2,52,"Florida State","ACC",NA,NA
1993,"regular",13,"AP Top 25",3,158,"Nebraska","Big 8",NA,NA
1993,"regular",13,"AP Top 25",4,2390,"Miami","Big East",NA,NA
1993,"regular",13,"AP Top 25",5,194,"Ohio State","Big Ten",NA,NA
1993,"regular",13,"AP Top 25",6,2,"Auburn","SEC",NA,NA
1993,"regular",13,"AP Top 25",7,2633,"Tennessee","SEC",NA,NA
1993,"regular",13,"AP Top 25",8,57,"Florida","SEC",NA,NA
1993,"regular",13,"AP Top 25",9,277,"West Virginia","Big East",NA,NA
1993,"regular",13,"AP Top 25",10,245,"Texas A&M","Southwest",NA,NA
1993,"regular",13,"AP Top 25",11,333,"Alabama","SEC",NA,NA
1993,"regular",13,"AP Top 25",12,275,"Wisconsin","Big Ten",NA,NA
1993,"regular",13,"AP Top 25",13,153,"North Carolina","ACC",NA,NA
1993,"regular",13,"AP Top 25",14,213,"Penn State","Big Ten",NA,NA
1993,"regular",13,"AP Top 25",15,201,"Oklahoma","Big 8",NA,NA
1993,"regular",13,"AP Top 25",16,26,"UCLA","Pac-10",NA,NA
1993,"regular",13,"AP Top 25",17,103,"Boston College","Big East",NA,NA
1993,"regular",13,"AP Top 25",18,38,"Colorado","Big 8",NA,NA
1993,"regular",13,"AP Top 25",19,12,"Arizona","Pac-10",NA,NA
1993,"regular",13,"AP Top 25",20,2306,"Kansas State","Big 8",NA,NA
1993,"regular",13,"AP Top 25",21,84,"Indiana","Big Ten",NA,NA
1993,"regular",13,"AP Top 25",22,30,"USC","Pac-10",NA,NA
1993,"regular",13,"AP Top 25",23,258,"Virginia","ACC",NA,NA
1993,"regular",13,"AP Top 25",24,228,"Clemson","ACC",NA,NA
1993,"regular",13,"AP Top 25",25,259,"Virginia Tech","Big East",NA,NA
1993,"regular",14,"AP Top 25",1,52,"Florida State","ACC",NA,NA
1993,"regular",14,"AP Top 25",2,158,"Nebraska","Big 8",NA,NA
1993,"regular",14,"AP Top 25",3,2,"Auburn","SEC",NA,NA
1993,"regular",14,"AP Top 25",4,87,"Notre Dame","FBS Independents",NA,NA
1993,"regular",14,"AP Top 25",5,277,"West Virginia","Big East",NA,NA
1993,"regular",14,"AP Top 25",6,2633,"Tennessee","SEC",NA,NA
1993,"regular",14,"AP Top 25",7,57,"Florida","SEC",NA,NA
1993,"regular",14,"AP Top 25",8,245,"Texas A&M","Southwest",NA,NA
1993,"regular",14,"AP Top 25",9,2390,"Miami","Big East",NA,NA
1993,"regular",14,"AP Top 25",10,275,"Wisconsin","Big Ten",NA,NA
1993,"regular",14,"AP Top 25",11,103,"Boston College","Big East",NA,NA
1993,"regular",14,"AP Top 25",12,194,"Ohio State","Big Ten",NA,NA
1993,"regular",14,"AP Top 25",13,153,"North Carolina","ACC",NA,NA
1993,"regular",14,"AP Top 25",14,213,"Penn State","Big Ten",NA,NA
1993,"regular",14,"AP Top 25",15,26,"UCLA","Pac-10",NA,NA
1993,"regular",14,"AP Top 25",16,201,"Oklahoma","Big 8",NA,NA
1993,"regular",14,"AP Top 25",17,333,"Alabama","SEC",NA,NA
1993,"regular",14,"AP Top 25",18,38,"Colorado","Big 8",NA,NA
1993,"regular",14,"AP Top 25",19,12,"Arizona","Pac-10",NA,NA
1993,"regular",14,"AP Top 25",20,2306,"Kansas State","Big 8",NA,NA
1993,"regular",14,"AP Top 25",21,84,"Indiana","Big Ten",NA,NA
1993,"regular",14,"AP Top 25",22,259,"Virginia Tech","Big East",NA,NA
1993,"regular",14,"AP Top 25",23,130,"Michigan","Big Ten",NA,NA
1993,"regular",14,"AP Top 25",24,228,"Clemson","ACC",NA,NA
1993,"regular",14,"AP Top 25",25,127,"Michigan State","Big Ten",NA,NA
1993,"regular",15,"AP Top 25",1,52,"Florida State","ACC",NA,NA
1993,"regular",15,"AP Top 25",2,158,"Nebraska","Big 8",NA,NA
1993,"regular",15,"AP Top 25",3,277,"West Virginia","Big East",NA,NA
1993,"regular",15,"AP Top 25",4,2,"Auburn","SEC",NA,NA
1993,"regular",15,"AP Top 25",5,87,"Notre Dame","FBS Independents",NA,NA
1993,"regular",15,"AP Top 25",6,2633,"Tennessee","SEC",NA,NA
1993,"regular",15,"AP Top 25",7,245,"Texas A&M","Southwest",NA,NA
1993,"regular",15,"AP Top 25",8,2390,"Miami","Big East",NA,NA
1993,"regular",15,"AP Top 25",9,57,"Florida","SEC",NA,NA
1993,"regular",15,"AP Top 25",10,275,"Wisconsin","Big Ten",NA,NA
1993,"regular",15,"AP Top 25",11,194,"Ohio State","Big Ten",NA,NA
1993,"regular",15,"AP Top 25",12,153,"North Carolina","ACC",NA,NA
1993,"regular",15,"AP Top 25",13,213,"Penn State","Big Ten",NA,NA
1993,"regular",15,"AP Top 25",14,26,"UCLA","Pac-10",NA,NA
1993,"regular",15,"AP Top 25",15,103,"Boston College","Big East",NA,NA
1993,"regular",15,"AP Top 25",16,333,"Alabama","SEC",NA,NA
1993,"regular",15,"AP Top 25",17,12,"Arizona","Pac-10",NA,NA
1993,"regular",15,"AP Top 25",18,38,"Colorado","Big 8",NA,NA
1993,"regular",15,"AP Top 25",19,201,"Oklahoma","Big 8",NA,NA
1993,"regular",15,"AP Top 25",20,2306,"Kansas State","Big 8",NA,NA
1993,"regular",15,"AP Top 25",21,84,"Indiana","Big Ten",NA,NA
1993,"regular",15,"AP Top 25",22,259,"Virginia Tech","Big East",NA,NA
1993,"regular",15,"AP Top 25",23,130,"Michigan","Big Ten",NA,NA
1993,"regular",15,"AP Top 25",24,228,"Clemson","ACC",NA,NA
1993,"regular",15,"AP Top 25",25,127,"Michigan State","Big Ten",NA,NA
1993,"regular",16,"AP Top 25",1,52,"Florida State","ACC",NA,NA
1993,"regular",16,"AP Top 25",2,158,"Nebraska","Big 8",NA,NA
1993,"regular",16,"AP Top 25",3,277,"West Virginia","Big East",NA,NA
1993,"regular",16,"AP Top 25",4,87,"Notre Dame","FBS Independents",NA,NA
1993,"regular",16,"AP Top 25",5,2,"Auburn","SEC",NA,NA
1993,"regular",16,"AP Top 25",6,2633,"Tennessee","SEC",NA,NA
1993,"regular",16,"AP Top 25",7,245,"Texas A&M","Southwest",NA,NA
1993,"regular",16,"AP Top 25",8,57,"Florida","SEC",NA,NA
1993,"regular",16,"AP Top 25",9,275,"Wisconsin","Big Ten",NA,NA
1993,"regular",16,"AP Top 25",10,2390,"Miami","Big East",NA,NA
1993,"regular",16,"AP Top 25",11,194,"Ohio State","Big Ten",NA,NA
1993,"regular",16,"AP Top 25",12,153,"North Carolina","ACC",NA,NA
1993,"regular",16,"AP Top 25",13,213,"Penn State","Big Ten",NA,NA
1993,"regular",16,"AP Top 25",14,26,"UCLA","Pac-10",NA,NA
1993,"regular",16,"AP Top 25",15,103,"Boston College","Big East",NA,NA
1993,"regular",16,"AP Top 25",16,12,"Arizona","Pac-10",NA,NA
1993,"regular",16,"AP Top 25",17,38,"Colorado","Big 8",NA,NA
1993,"regular",16,"AP Top 25",18,333,"Alabama","SEC",NA,NA
1993,"regular",16,"AP Top 25",19,201,"Oklahoma","Big 8",NA,NA
1993,"regular",16,"AP Top 25",20,2306,"Kansas State","Big 8",NA,NA
1993,"regular",16,"AP Top 25",21,84,"Indiana","Big Ten",NA,NA
1993,"regular",16,"AP Top 25",22,259,"Virginia Tech","Big East",NA,NA
1993,"regular",16,"AP Top 25",23,130,"Michigan","Big Ten",NA,NA
1993,"regular",16,"AP Top 25",24,228,"Clemson","ACC",NA,NA
1993,"regular",16,"AP Top 25",25,97,"Louisville","FBS Independents",NA,NA
1993,"regular",16,"AP Top 25",25,278,"Fresno State","Western Athletic",NA,NA
1994,"regular",1,"AP Top 25",1,57,"Florida","SEC",NA,NA
1994,"postseason",1,"AP Top 25",1,158,"Nebraska","Big 8",NA,NA
1994,"regular",1,"AP Top 25",2,87,"Notre Dame","FBS Independents",NA,NA
1994,"postseason",1,"AP Top 25",2,213,"Penn State","Big Ten",NA,NA
1994,"regular",1,"AP Top 25",3,52,"Florida State","ACC",NA,NA
1994,"postseason",1,"AP Top 25",3,38,"Colorado","Big 8",NA,NA
1994,"regular",1,"AP Top 25",4,158,"Nebraska","Big 8",NA,NA
1994,"postseason",1,"AP Top 25",4,52,"Florida State","ACC",NA,NA
1994,"regular",1,"AP Top 25",5,130,"Michigan","Big Ten",NA,NA
1994,"postseason",1,"AP Top 25",5,333,"Alabama","SEC",NA,NA
1994,"regular",1,"AP Top 25",6,2390,"Miami","Big East",NA,NA
1994,"postseason",1,"AP Top 25",6,2390,"Miami","Big East",NA,NA
1994,"regular",1,"AP Top 25",7,12,"Arizona","Pac-10",NA,NA
1994,"postseason",1,"AP Top 25",7,57,"Florida","SEC",NA,NA
1994,"regular",1,"AP Top 25",8,38,"Colorado","Big 8",NA,NA
1994,"postseason",1,"AP Top 25",8,245,"Texas A&M","Southwest",NA,NA
1994,"regular",1,"AP Top 25",9,213,"Penn State","Big Ten",NA,NA
1994,"postseason",1,"AP Top 25",9,2,"Auburn","SEC",NA,NA
1994,"regular",1,"AP Top 25",10,275,"Wisconsin","Big Ten",NA,NA
1994,"postseason",1,"AP Top 25",10,254,"Utah","Western Athletic",NA,NA
1994,"regular",1,"AP Top 25",11,2,"Auburn","SEC",NA,NA
1994,"postseason",1,"AP Top 25",11,2483,"Oregon","Pac-10",NA,NA
1994,"regular",1,"AP Top 25",12,333,"Alabama","SEC",NA,NA
1994,"postseason",1,"AP Top 25",12,130,"Michigan","Big Ten",NA,NA
1994,"regular",1,"AP Top 25",13,2633,"Tennessee","SEC",NA,NA
1994,"postseason",1,"AP Top 25",13,30,"USC","Pac-10",NA,NA
1994,"regular",1,"AP Top 25",14,26,"UCLA","Pac-10",NA,NA
1994,"postseason",1,"AP Top 25",14,194,"Ohio State","Big Ten",NA,NA
1994,"regular",1,"AP Top 25",15,245,"Texas A&M","Southwest",NA,NA
1994,"postseason",1,"AP Top 25",15,258,"Virginia","ACC",NA,NA
1994,"regular",1,"AP Top 25",16,201,"Oklahoma","Big 8",NA,NA
1994,"postseason",1,"AP Top 25",16,36,"Colorado State","Western Athletic",NA,NA
1994,"regular",1,"AP Top 25",17,30,"USC","Pac-10",NA,NA
1994,"postseason",1,"AP Top 25",17,152,"NC State","ACC",NA,NA
1994,"regular",1,"AP Top 25",18,251,"Texas","Southwest",NA,NA
1994,"postseason",1,"AP Top 25",18,252,"BYU","Western Athletic",NA,NA
1994,"regular",1,"AP Top 25",19,153,"North Carolina","ACC",NA,NA
1994,"postseason",1,"AP Top 25",19,2306,"Kansas State","Big 8",NA,NA
1994,"regular",1,"AP Top 25",20,194,"Ohio State","Big Ten",NA,NA
1994,"postseason",1,"AP Top 25",20,12,"Arizona","Pac-10",NA,NA
1994,"regular",1,"AP Top 25",21,356,"Illinois","Big Ten",NA,NA
1994,"postseason",1,"AP Top 25",21,265,"Washington State","Pac-10",NA,NA
1994,"regular",1,"AP Top 25",22,259,"Virginia Tech","Big East",NA,NA
1994,"postseason",1,"AP Top 25",22,2633,"Tennessee","SEC",NA,NA
1994,"regular",1,"AP Top 25",23,264,"Washington","Pac-10",NA,NA
1994,"postseason",1,"AP Top 25",23,103,"Boston College","Big East",NA,NA
1994,"regular",1,"AP Top 25",24,277,"West Virginia","Big East",NA,NA
1994,"postseason",1,"AP Top 25",24,344,"Mississippi State","SEC",NA,NA
1994,"regular",1,"AP Top 25",25,228,"Clemson","ACC",NA,NA
1994,"postseason",1,"AP Top 25",25,251,"Texas","Southwest",NA,NA
1994,"regular",2,"AP Top 25",1,57,"Florida","SEC",NA,NA
1994,"regular",2,"AP Top 25",2,158,"Nebraska","Big 8",NA,NA
1994,"regular",2,"AP Top 25",3,87,"Notre Dame","FBS Independents",NA,NA
1994,"regular",2,"AP Top 25",4,52,"Florida State","ACC",NA,NA
1994,"regular",2,"AP Top 25",5,130,"Michigan","Big Ten",NA,NA
1994,"regular",2,"AP Top 25",6,2390,"Miami","Big East",NA,NA
1994,"regular",2,"AP Top 25",7,12,"Arizona","Pac-10",NA,NA
1994,"regular",2,"AP Top 25",8,38,"Colorado","Big 8",NA,NA
1994,"regular",2,"AP Top 25",9,213,"Penn State","Big Ten",NA,NA
1994,"regular",2,"AP Top 25",10,275,"Wisconsin","Big Ten",NA,NA
1994,"regular",2,"AP Top 25",11,333,"Alabama","SEC",NA,NA
1994,"regular",2,"AP Top 25",12,2,"Auburn","SEC",NA,NA
1994,"regular",2,"AP Top 25",13,2633,"Tennessee","SEC",NA,NA
1994,"regular",2,"AP Top 25",14,26,"UCLA","Pac-10",NA,NA
1994,"regular",2,"AP Top 25",15,245,"Texas A&M","Southwest",NA,NA
1994,"regular",2,"AP Top 25",16,201,"Oklahoma","Big 8",NA,NA
1994,"regular",2,"AP Top 25",17,30,"USC","Pac-10",NA,NA
1994,"regular",2,"AP Top 25",18,153,"North Carolina","ACC",NA,NA
1994,"regular",2,"AP Top 25",19,251,"Texas","Southwest",NA,NA
1994,"regular",2,"AP Top 25",20,194,"Ohio State","Big Ten",NA,NA
1994,"regular",2,"AP Top 25",21,259,"Virginia Tech","Big East",NA,NA
1994,"regular",2,"AP Top 25",22,356,"Illinois","Big Ten",NA,NA
1994,"regular",2,"AP Top 25",23,264,"Washington","Pac-10",NA,NA
1994,"regular",2,"AP Top 25",24,228,"Clemson","ACC",NA,NA
1994,"regular",2,"AP Top 25",25,24,"Stanford","Pac-10",NA,NA
1994,"regular",3,"AP Top 25",1,158,"Nebraska","Big 8",NA,NA
1994,"regular",3,"AP Top 25",2,57,"Florida","SEC",NA,NA
1994,"regular",3,"AP Top 25",3,87,"Notre Dame","FBS Independents",NA,NA
1994,"regular",3,"AP Top 25",4,52,"Florida State","ACC",NA,NA
1994,"regular",3,"AP Top 25",5,2390,"Miami","Big East",NA,NA
1994,"regular",3,"AP Top 25",6,130,"Michigan","Big Ten",NA,NA
1994,"regular",3,"AP Top 25",7,38,"Colorado","Big 8",NA,NA
1994,"regular",3,"AP Top 25",8,213,"Penn State","Big Ten",NA,NA
1994,"regular",3,"AP Top 25",9,12,"Arizona","Pac-10",NA,NA
1994,"regular",3,"AP Top 25",10,275,"Wisconsin","Big Ten",NA,NA
1994,"regular",3,"AP Top 25",11,333,"Alabama","SEC",NA,NA
1994,"regular",3,"AP Top 25",12,2,"Auburn","SEC",NA,NA
1994,"regular",3,"AP Top 25",13,26,"UCLA","Pac-10",NA,NA
1994,"regular",3,"AP Top 25",14,30,"USC","Pac-10",NA,NA
1994,"regular",3,"AP Top 25",15,201,"Oklahoma","Big 8",NA,NA
1994,"regular",3,"AP Top 25",16,245,"Texas A&M","Southwest",NA,NA
1994,"regular",3,"AP Top 25",17,153,"North Carolina","ACC",NA,NA
1994,"regular",3,"AP Top 25",18,194,"Ohio State","Big Ten",NA,NA
1994,"regular",3,"AP Top 25",19,2633,"Tennessee","SEC",NA,NA
1994,"regular",3,"AP Top 25",20,251,"Texas","Southwest",NA,NA
1994,"regular",3,"AP Top 25",21,259,"Virginia Tech","Big East",NA,NA
1994,"regular",3,"AP Top 25",22,228,"Clemson","ACC",NA,NA
1994,"regular",3,"AP Top 25",23,61,"Georgia","SEC",NA,NA
1994,"regular",3,"AP Top 25",24,24,"Stanford","Pac-10",NA,NA
1994,"regular",3,"AP Top 25",25,264,"Washington","Pac-10",NA,NA
1994,"regular",4,"AP Top 25",1,57,"Florida","SEC",NA,NA
1994,"regular",4,"AP Top 25",2,158,"Nebraska","Big 8",NA,NA
1994,"regular",4,"AP Top 25",3,52,"Florida State","ACC",NA,NA
1994,"regular",4,"AP Top 25",4,130,"Michigan","Big Ten",NA,NA
1994,"regular",4,"AP Top 25",5,2390,"Miami","Big East",NA,NA
1994,"regular",4,"AP Top 25",6,213,"Penn State","Big Ten",NA,NA
1994,"regular",4,"AP Top 25",7,38,"Colorado","Big 8",NA,NA
1994,"regular",4,"AP Top 25",8,87,"Notre Dame","FBS Independents",NA,NA
1994,"regular",4,"AP Top 25",9,12,"Arizona","Pac-10",NA,NA
1994,"regular",4,"AP Top 25",10,275,"Wisconsin","Big Ten",NA,NA
1994,"regular",4,"AP Top 25",11,2,"Auburn","SEC",NA,NA
1994,"regular",4,"AP Top 25",12,333,"Alabama","SEC",NA,NA
1994,"regular",4,"AP Top 25",13,26,"UCLA","Pac-10",NA,NA
1994,"regular",4,"AP Top 25",14,245,"Texas A&M","Southwest",NA,NA
1994,"regular",4,"AP Top 25",15,2633,"Tennessee","SEC",NA,NA
1994,"regular",4,"AP Top 25",16,153,"North Carolina","ACC",NA,NA
1994,"regular",4,"AP Top 25",17,251,"Texas","Southwest",NA,NA
1994,"regular",4,"AP Top 25",18,259,"Virginia Tech","Big East",NA,NA
1994,"regular",4,"AP Top 25",19,264,"Washington","Pac-10",NA,NA
1994,"regular",4,"AP Top 25",20,30,"USC","Pac-10",NA,NA
1994,"regular",4,"AP Top 25",21,201,"Oklahoma","Big 8",NA,NA
1994,"regular",4,"AP Top 25",22,252,"BYU","Western Athletic",NA,NA
1994,"regular",4,"AP Top 25",23,194,"Ohio State","Big Ten",NA,NA
1994,"regular",4,"AP Top 25",24,265,"Washington State","Pac-10",NA,NA
1994,"regular",4,"AP Top 25",25,152,"NC State","ACC",NA,NA
1994,"regular",5,"AP Top 25",1,57,"Florida","SEC",NA,NA
1994,"regular",5,"AP Top 25",2,158,"Nebraska","Big 8",NA,NA
1994,"regular",5,"AP Top 25",3,52,"Florida State","ACC",NA,NA
1994,"regular",5,"AP Top 25",4,130,"Michigan","Big Ten",NA,NA
1994,"regular",5,"AP Top 25",5,213,"Penn State","Big Ten",NA,NA
1994,"regular",5,"AP Top 25",6,2390,"Miami","Big East",NA,NA
1994,"regular",5,"AP Top 25",7,38,"Colorado","Big 8",NA,NA
1994,"regular",5,"AP Top 25",8,12,"Arizona","Pac-10",NA,NA
1994,"regular",5,"AP Top 25",9,87,"Notre Dame","FBS Independents",NA,NA
1994,"regular",5,"AP Top 25",10,2,"Auburn","SEC",NA,NA
1994,"regular",5,"AP Top 25",11,333,"Alabama","SEC",NA,NA
1994,"regular",5,"AP Top 25",12,245,"Texas A&M","Southwest",NA,NA
1994,"regular",5,"AP Top 25",13,153,"North Carolina","ACC",NA,NA
1994,"regular",5,"AP Top 25",14,259,"Virginia Tech","Big East",NA,NA
1994,"regular",5,"AP Top 25",15,251,"Texas","Southwest",NA,NA
1994,"regular",5,"AP Top 25",16,275,"Wisconsin","Big Ten",NA,NA
1994,"regular",5,"AP Top 25",17,264,"Washington","Pac-10",NA,NA
1994,"regular",5,"AP Top 25",18,26,"UCLA","Pac-10",NA,NA
1994,"regular",5,"AP Top 25",19,30,"USC","Pac-10",NA,NA
1994,"regular",5,"AP Top 25",20,194,"Ohio State","Big Ten",NA,NA
1994,"regular",5,"AP Top 25",21,201,"Oklahoma","Big 8",NA,NA
1994,"regular",5,"AP Top 25",22,265,"Washington State","Pac-10",NA,NA
1994,"regular",5,"AP Top 25",23,2633,"Tennessee","SEC",NA,NA
1994,"regular",5,"AP Top 25",24,152,"NC State","ACC",NA,NA
1994,"regular",5,"AP Top 25",25,84,"Indiana","Big Ten",NA,NA
1994,"regular",6,"AP Top 25",1,57,"Florida","SEC",NA,NA
1994,"regular",6,"AP Top 25",2,158,"Nebraska","Big 8",NA,NA
1994,"regular",6,"AP Top 25",3,52,"Florida State","ACC",NA,NA
1994,"regular",6,"AP Top 25",4,213,"Penn State","Big Ten",NA,NA
