"season","season_type","week","poll","rank","teamId","school","conference","first_place_votes","points"
2022,"regular",10,"AFCA Division III Coaches Poll",16,2516,"Randolph-Macon","Old Dominion",0,478
2022,"regular",10,"AFCA Division III Coaches Poll",17,2102,"Carnegie Mellon","Presidents'",0,405
2022,"regular",10,"AFCA Division III Coaches Poll",18,118,"Johns Hopkins University","Centennial",0,385
2022,"regular",10,"AFCA Division III Coaches Poll",19,2790,"Albion","Michigan",0,370
2022,"regular",10,"AFCA Division III Coaches Poll",20,396,"Wheaton","CCIW",0,281
2022,"regular",10,"AFCA Division III Coaches Poll",21,2938,"Huntingdon College (AL)","USA South",0,231
2022,"regular",10,"AFCA Division III Coaches Poll",22,2419,"Mount St. Joseph","Heartland",0,168
2022,"regular",10,"AFCA Division III Coaches Poll",23,452,"Endicott College","Commonwealth Coast",0,129
2022,"regular",10,"AFCA Division III Coaches Poll",24,2302,"John Carroll University","Ohio",0,113
2022,"regular",10,"AFCA Division III Coaches Poll",25,2723,"Wisconsin-River Falls","Wisconsin",0,72
2022,"regular",10,"AP Top 25",1,61,"Georgia","SEC",30,1528
2022,"regular",10,"AP Top 25",2,2633,"Tennessee","SEC",18,1500
2022,"regular",10,"AP Top 25",2,194,"Ohio State","Big Ten",15,1500
2022,"regular",10,"AP Top 25",4,130,"Michigan","Big Ten",0,1378
2022,"regular",10,"AP Top 25",5,228,"Clemson","ACC",0,1312
2022,"regular",10,"AP Top 25",6,333,"Alabama","SEC",0,1258
2022,"regular",10,"AP Top 25",7,2628,"TCU","Big 12",0,1220
2022,"regular",10,"AP Top 25",8,2483,"Oregon","Pac-12",0,1135
2022,"regular",10,"AP Top 25",9,30,"USC","Pac-12",0,1010
2022,"regular",10,"AP Top 25",10,26,"UCLA","Pac-12",0,979
2022,"regular",10,"AP Top 25",11,145,"Ole Miss","SEC",0,905
2022,"regular",10,"AP Top 25",12,254,"Utah","Pac-12",0,876
2022,"regular",10,"AP Top 25",13,2306,"Kansas State","Big 12",0,772
2022,"regular",10,"AP Top 25",14,356,"Illinois","Big Ten",0,741
2022,"regular",10,"AP Top 25",15,99,"LSU","SEC",0,679
2022,"regular",10,"AP Top 25",16,213,"Penn State","Big Ten",0,641
2022,"regular",10,"AP Top 25",17,153,"North Carolina","ACC",0,542
2022,"regular",10,"AP Top 25",18,197,"Oklahoma State","Big 12",0,513
2022,"regular",10,"AP Top 25",19,2655,"Tulane","American Athletic",0,455
2022,"regular",10,"AP Top 25",20,154,"Wake Forest","ACC",0,388
2022,"regular",10,"AP Top 25",21,152,"NC State","ACC",0,285
2022,"regular",10,"AP Top 25",22,183,"Syracuse","ACC",0,205
2022,"regular",10,"AP Top 25",23,2335,"Liberty","FBS Independents",0,136
2022,"regular",10,"AP Top 25",24,204,"Oregon State","Pac-12",0,129
2022,"regular",10,"AP Top 25",25,2116,"UCF","American Athletic",0,111
2022,"regular",10,"Coaches Poll",1,61,"Georgia","SEC",45,1552
2022,"regular",10,"Coaches Poll",2,194,"Ohio State","Big Ten",13,1505
2022,"regular",10,"Coaches Poll",3,2633,"Tennessee","SEC",5,1455
2022,"regular",10,"Coaches Poll",4,130,"Michigan","Big Ten",0,1391
2022,"regular",10,"Coaches Poll",5,228,"Clemson","ACC",0,1315
2022,"regular",10,"Coaches Poll",6,333,"Alabama","SEC",0,1262
2022,"regular",10,"Coaches Poll",7,2628,"TCU","Big 12",0,1182
2022,"regular",10,"Coaches Poll",8,2483,"Oregon","Pac-12",0,1118
2022,"regular",10,"Coaches Poll",9,30,"USC","Pac-12",0,1018
2022,"regular",10,"Coaches Poll",10,145,"Ole Miss","SEC",0,973
2022,"regular",10,"Coaches Poll",11,26,"UCLA","Pac-12",0,937
2022,"regular",10,"Coaches Poll",12,254,"Utah","Pac-12",0,874
2022,"regular",10,"Coaches Poll",13,356,"Illinois","Big Ten",0,767
2022,"regular",10,"Coaches Poll",14,2306,"Kansas State","Big 12",0,713
2022,"regular",10,"Coaches Poll",15,153,"North Carolina","ACC",0,630
2022,"regular",10,"Coaches Poll",16,213,"Penn State","Big Ten",0,602
2022,"regular",10,"Coaches Poll",17,99,"LSU","SEC",0,596
2022,"regular",10,"Coaches Poll",18,197,"Oklahoma State","Big 12",0,471
2022,"regular",10,"Coaches Poll",19,154,"Wake Forest","ACC",0,437
2022,"regular",10,"Coaches Poll",20,152,"NC State","ACC",0,386
2022,"regular",10,"Coaches Poll",21,2655,"Tulane","American Athletic",0,369
2022,"regular",10,"Coaches Poll",22,183,"Syracuse","ACC",0,188
2022,"regular",10,"Coaches Poll",23,2335,"Liberty","FBS Independents",0,147
2022,"regular",10,"Coaches Poll",24,96,"Kentucky","SEC",0,109
2022,"regular",10,"Coaches Poll",25,2116,"UCF","American Athletic",0,89
2022,"regular",10,"FCS Coaches Poll",1,2571,"South Dakota State","MVFC",25,673
2022,"regular",10,"FCS Coaches Poll",2,147,"Montana State","Big Sky",0,638
2022,"regular",10,"FCS Coaches Poll",3,16,"Sacramento State","Big Sky",2,624
2022,"regular",10,"FCS Coaches Poll",4,2449,"North Dakota State","MVFC",0,566
2022,"regular",10,"FCS Coaches Poll",5,2296,"Jackson State","SWAC",0,553
2022,"regular",10,"FCS Coaches Poll",6,2692,"Weber State","Big Sky",0,542
2022,"regular",10,"FCS Coaches Poll",7,107,"Holy Cross","Patriot",0,509
2022,"regular",10,"FCS Coaches Poll",8,2916,"Incarnate Word","Southland",0,497
2022,"regular",10,"FCS Coaches Poll",9,2729,"William & Mary","CAA",0,464
2022,"regular",10,"FCS Coaches Poll",10,2535,"Samford","Southern",0,431
2022,"regular",10,"FCS Coaches Poll",11,2382,"Mercer","Southern",0,372
2022,"regular",10,"FCS Coaches Poll",12,236,"Chattanooga","Southern",0,327
2022,"regular",10,"FCS Coaches Poll",13,149,"Montana","Big Sky",0,297
2022,"regular",10,"FCS Coaches Poll",14,257,"Richmond","CAA",0,285
2022,"regular",10,"FCS Coaches Poll",15,2630,"UT Martin","OVC",0,245
2022,"regular",10,"FCS Coaches Poll",16,48,"Delaware","CAA",0,230
2022,"regular",10,"FCS Coaches Poll",17,163,"Princeton","Ivy",0,228
2022,"regular",10,"FCS Coaches Poll",18,2230,"Fordham","Patriot",0,210
2022,"regular",10,"FCS Coaches Poll",19,231,"Furman","Southern",0,193
2022,"regular",10,"FCS Coaches Poll",20,2546,"Southeast Missouri State","OVC",0,165
2022,"regular",10,"FCS Coaches Poll",21,160,"New Hampshire","CAA",0,132
2022,"regular",10,"FCS Coaches Poll",22,227,"Rhode Island","CAA",0,110
2022,"regular",10,"FCS Coaches Poll",23,2210,"Elon","CAA",0,98
2022,"regular",10,"FCS Coaches Poll",24,70,"Idaho","Big Sky",0,93
2022,"regular",10,"FCS Coaches Poll",25,2900,"St. Thomas (MN)","Pioneer",0,69
2022,"regular",10,"Playoff Committee Rankings",1,2633,"Tennessee","SEC",0,0
2022,"regular",10,"Playoff Committee Rankings",2,194,"Ohio State","Big Ten",0,0
2022,"regular",10,"Playoff Committee Rankings",3,61,"Georgia","SEC",0,0
2022,"regular",10,"Playoff Committee Rankings",4,228,"Clemson","ACC",0,0
2022,"regular",10,"Playoff Committee Rankings",5,130,"Michigan","Big Ten",0,0
2022,"regular",10,"Playoff Committee Rankings",6,333,"Alabama","SEC",0,0
2022,"regular",10,"Playoff Committee Rankings",7,2628,"TCU","Big 12",0,0
2022,"regular",10,"Playoff Committee Rankings",8,2483,"Oregon","Pac-12",0,0
2022,"regular",10,"Playoff Committee Rankings",9,30,"USC","Pac-12",0,0
2022,"regular",10,"Playoff Committee Rankings",10,99,"LSU","SEC",0,0
2022,"regular",10,"Playoff Committee Rankings",11,145,"Ole Miss","SEC",0,0
2022,"regular",10,"Playoff Committee Rankings",12,26,"UCLA","Pac-12",0,0
2022,"regular",10,"Playoff Committee Rankings",13,2306,"Kansas State","Big 12",0,0
2022,"regular",10,"Playoff Committee Rankings",14,254,"Utah","Pac-12",0,0
2022,"regular",10,"Playoff Committee Rankings",15,213,"Penn State","Big Ten",0,0
2022,"regular",10,"Playoff Committee Rankings",16,356,"Illinois","Big Ten",0,0
2022,"regular",10,"Playoff Committee Rankings",17,153,"North Carolina","ACC",0,0
2022,"regular",10,"Playoff Committee Rankings",18,197,"Oklahoma State","Big 12",0,0
2022,"regular",10,"Playoff Committee Rankings",19,2655,"Tulane","American Athletic",0,0
2022,"regular",10,"Playoff Committee Rankings",20,183,"Syracuse","ACC",0,0
2022,"regular",10,"Playoff Committee Rankings",21,154,"Wake Forest","ACC",0,0
2022,"regular",10,"Playoff Committee Rankings",22,152,"NC State","ACC",0,0
2022,"regular",10,"Playoff Committee Rankings",23,204,"Oregon State","Pac-12",0,0
2022,"regular",10,"Playoff Committee Rankings",24,251,"Texas","Big 12",0,0
2022,"regular",10,"Playoff Committee Rankings",25,2116,"UCF","American Athletic",0,0
2022,"regular",11,"AFCA Division II Coaches Poll",1,125,"Grand Valley State University","GLIAC",28,748
2022,"regular",11,"AFCA Division II Coaches Poll",2,2025,"Angelo State","Lone Star",2,722
2022,"regular",11,"AFCA Division II Coaches Poll",3,2974,"Shepherd","Pennsylvania State Athletic",0,682
2022,"regular",11,"AFCA Division II Coaches Poll",4,2888,"Ouachita Baptist","Great American",0,655
2022,"regular",11,"AFCA Division II Coaches Poll",5,90,"Pittsburg St","Mid America",0,633
2022,"regular",11,"AFCA Division II Coaches Poll",6,2222,"Ferris State","GLIAC",0,596
2022,"regular",11,"AFCA Division II Coaches Poll",7,110242,"West Florida","Gulf South",0,560
2022,"regular",11,"AFCA Division II Coaches Poll",8,490,"Benedict College","SIAC",0,532
2022,"regular",11,"AFCA Division II Coaches Poll",9,215,"Slippery Rock","Pennsylvania State Athletic",0,496
2022,"regular",11,"AFCA Division II Coaches Poll",10,138,"Northwest Missouri St","Mid America",0,459
2022,"regular",11,"AFCA Division II Coaches Poll",11,2146,"Colorado School Of Mines","Rocky Mountain",0,427
2022,"regular",11,"AFCA Division II Coaches Poll",12,2170,"Delta State","Gulf South",0,389
2022,"regular",11,"AFCA Division II Coaches Poll",13,308,"Ashland","Great Midwest Athletic",0,383
2022,"regular",11,"AFCA Division II Coaches Poll",14,2292,"Indianapolis","Great Lakes",0,357
2022,"regular",11,"AFCA Division II Coaches Poll",15,2676,"Virginia Union","CIAA",0,325
2022,"regular",11,"AFCA Division II Coaches Poll",16,2698,"West Georgia","Gulf South",0,296
2022,"regular",11,"AFCA Division II Coaches Poll",17,2264,"Harding University","Great American",0,254
2022,"regular",11,"AFCA Division II Coaches Poll",18,110254,"Davenport","GLIAC",0,239
2022,"regular",11,"AFCA Division II Coaches Poll",19,2291,"Indiana-Pennsylvania","Pennsylvania State Athletic",0,234
2022,"regular",11,"AFCA Division II Coaches Poll",20,2654,"Truman State","Great Lakes",0,202
2022,"regular",11,"AFCA Division II Coaches Poll",21,2444,"Newberry","South Atlantic",0,148
2022,"regular",11,"AFCA Division II Coaches Poll",22,2214,"Emporia State University","Mid America",0,136
2022,"regular",11,"AFCA Division II Coaches Poll",23,2364,"Minnesota State Mankato","Northern Sun",0,101
2022,"regular",11,"AFCA Division II Coaches Poll",24,2271,"Henderson State","Great American",0,46
2022,"regular",11,"AFCA Division II Coaches Poll",25,2851,"Winona State","Northern Sun",0,36
2022,"regular",11,"AP Top 25",1,61,"Georgia","SEC",62,1574
2022,"regular",11,"AP Top 25",2,194,"Ohio State","Big Ten",1,1500
2022,"regular",11,"AP Top 25",3,130,"Michigan","Big Ten",0,1455
2022,"regular",11,"AP Top 25",4,2628,"TCU","Big 12",0,1361
2022,"regular",11,"AP Top 25",5,2633,"Tennessee","SEC",0,1339
2022,"regular",11,"AP Top 25",6,2483,"Oregon","Pac-12",0,1258
2022,"regular",11,"AP Top 25",7,99,"LSU","SEC",0,1132
2022,"regular",11,"AP Top 25",8,30,"USC","Pac-12",0,1061
2022,"regular",11,"AP Top 25",9,26,"UCLA","Pac-12",0,1040
2022,"regular",11,"AP Top 25",10,333,"Alabama","SEC",0,1009
2022,"regular",11,"AP Top 25",11,145,"Ole Miss","SEC",0,962
2022,"regular",11,"AP Top 25",12,228,"Clemson","ACC",0,938
2022,"regular",11,"AP Top 25",13,254,"Utah","Pac-12",0,881
2022,"regular",11,"AP Top 25",14,213,"Penn State","Big Ten",0,735
2022,"regular",11,"AP Top 25",15,153,"North Carolina","ACC",0,676
2022,"regular",11,"AP Top 25",16,2655,"Tulane","American Athletic",0,607
2022,"regular",11,"AP Top 25",17,152,"NC State","ACC",0,547
2022,"regular",11,"AP Top 25",18,251,"Texas","Big 12",0,399
2022,"regular",11,"AP Top 25",19,2335,"Liberty","FBS Independents",0,358
2022,"regular",11,"AP Top 25",20,87,"Notre Dame","FBS Independents",0,316
2022,"regular",11,"AP Top 25",21,356,"Illinois","Big Ten",0,262
2022,"regular",11,"AP Top 25",22,2116,"UCF","American Athletic",0,257
2022,"regular",11,"AP Top 25",23,2306,"Kansas State","Big 12",0,247
2022,"regular",11,"AP Top 25",24,264,"Washington","Pac-12",0,187
2022,"regular",11,"AP Top 25",25,52,"Florida State","ACC",0,78
2022,"regular",11,"Coaches Poll",1,61,"Georgia","SEC",61,1572
2022,"regular",11,"Coaches Poll",2,194,"Ohio State","Big Ten",0,1505
2022,"regular",11,"Coaches Poll",3,130,"Michigan","Big Ten",2,1447
2022,"regular",11,"Coaches Poll",4,2628,"TCU","Big 12",0,1355
2022,"regular",11,"Coaches Poll",5,2633,"Tennessee","SEC",0,1284
2022,"regular",11,"Coaches Poll",6,2483,"Oregon","Pac-12",0,1272
2022,"regular",11,"Coaches Poll",7,30,"USC","Pac-12",0,1140
2022,"regular",11,"Coaches Poll",8,99,"LSU","SEC",0,1082
2022,"regular",11,"Coaches Poll",9,145,"Ole Miss","SEC",0,1056
2022,"regular",11,"Coaches Poll",10,26,"UCLA","Pac-12",0,988
2022,"regular",11,"Coaches Poll",11,333,"Alabama","SEC",0,973
2022,"regular",11,"Coaches Poll",12,228,"Clemson","ACC",0,896
2022,"regular",11,"Coaches Poll",13,254,"Utah","Pac-12",0,888
2022,"regular",11,"Coaches Poll",14,153,"North Carolina","ACC",0,737
2022,"regular",11,"Coaches Poll",15,213,"Penn State","Big Ten",0,717
2022,"regular",11,"Coaches Poll",16,152,"NC State","ACC",0,568
2022,"regular",11,"Coaches Poll",17,2655,"Tulane","American Athletic",0,555
2022,"regular",11,"Coaches Poll",18,251,"Texas","Big 12",0,368
2022,"regular",11,"Coaches Poll",19,2335,"Liberty","FBS Independents",0,366
2022,"regular",11,"Coaches Poll",20,356,"Illinois","Big Ten",0,302
2022,"regular",11,"Coaches Poll",21,2116,"UCF","American Athletic",0,273
2022,"regular",11,"Coaches Poll",22,2306,"Kansas State","Big 12",0,243
2022,"regular",11,"Coaches Poll",23,264,"Washington","Pac-12",0,175
2022,"regular",11,"Coaches Poll",24,96,"Kentucky","SEC",0,173
2022,"regular",11,"Coaches Poll",25,87,"Notre Dame","FBS Independents",0,133
2022,"regular",11,"FCS Coaches Poll",1,2571,"South Dakota State","MVFC",21,669
2022,"regular",11,"FCS Coaches Poll",2,16,"Sacramento State","Big Sky",6,639
2022,"regular",11,"FCS Coaches Poll",3,147,"Montana State","Big Sky",0,630
2022,"regular",11,"FCS Coaches Poll",4,2449,"North Dakota State","MVFC",0,589
2022,"regular",11,"FCS Coaches Poll",5,2296,"Jackson State","SWAC",0,541
2022,"regular",11,"FCS Coaches Poll",6,107,"Holy Cross","Patriot",0,520
2022,"regular",11,"FCS Coaches Poll",7,2916,"Incarnate Word","Southland",0,511
2022,"regular",11,"FCS Coaches Poll",8,2729,"William & Mary","CAA",0,481
2022,"regular",11,"FCS Coaches Poll",9,2535,"Samford","Southern",0,449
2022,"regular",11,"FCS Coaches Poll",10,2692,"Weber State","Big Sky",0,438
2022,"regular",11,"FCS Coaches Poll",11,2382,"Mercer","Southern",0,390
2022,"regular",11,"FCS Coaches Poll",12,236,"Chattanooga","Southern",0,370
2022,"regular",11,"FCS Coaches Poll",13,257,"Richmond","CAA",0,335
2022,"regular",11,"FCS Coaches Poll",14,149,"Montana","Big Sky",0,320
2022,"regular",11,"FCS Coaches Poll",15,48,"Delaware","CAA",0,277
2022,"regular",11,"FCS Coaches Poll",16,163,"Princeton","Ivy",0,234
2022,"regular",11,"FCS Coaches Poll",16,231,"Furman","Southern",0,234
2022,"regular",11,"FCS Coaches Poll",18,2230,"Fordham","Patriot",0,221
2022,"regular",11,"FCS Coaches Poll",19,2546,"Southeast Missouri State","OVC",0,197
2022,"regular",11,"FCS Coaches Poll",20,70,"Idaho","Big Sky",0,153
2022,"regular",11,"FCS Coaches Poll",21,2210,"Elon","CAA",0,145
2022,"regular",11,"FCS Coaches Poll",22,227,"Rhode Island","CAA",0,140
2022,"regular",11,"FCS Coaches Poll",23,2900,"St. Thomas (MN)","Pioneer",0,51
2022,"regular",11,"FCS Coaches Poll",24,2198,"Eastern Kentucky","Atlantic Sun",0,40
2022,"regular",11,"FCS Coaches Poll",25,160,"New Hampshire","CAA",0,36
2022,"regular",11,"Playoff Committee Rankings",1,61,"Georgia","SEC",0,0
2022,"regular",11,"Playoff Committee Rankings",2,194,"Ohio State","Big Ten",0,0
2022,"regular",11,"Playoff Committee Rankings",3,130,"Michigan","Big Ten",0,0
2022,"regular",11,"Playoff Committee Rankings",4,2628,"TCU","Big 12",0,0
2022,"regular",11,"Playoff Committee Rankings",5,2633,"Tennessee","SEC",0,0
2022,"regular",11,"Playoff Committee Rankings",6,2483,"Oregon","Pac-12",0,0
2022,"regular",11,"Playoff Committee Rankings",7,99,"LSU","SEC",0,0
2022,"regular",11,"Playoff Committee Rankings",8,30,"USC","Pac-12",0,0
2022,"regular",11,"Playoff Committee Rankings",9,333,"Alabama","SEC",0,0
2022,"regular",11,"Playoff Committee Rankings",10,228,"Clemson","ACC",0,0
2022,"regular",11,"Playoff Committee Rankings",11,145,"Ole Miss","SEC",0,0
2022,"regular",11,"Playoff Committee Rankings",12,26,"UCLA","Pac-12",0,0
2022,"regular",11,"Playoff Committee Rankings",13,254,"Utah","Pac-12",0,0
2022,"regular",11,"Playoff Committee Rankings",14,213,"Penn State","Big Ten",0,0
2022,"regular",11,"Playoff Committee Rankings",15,153,"North Carolina","ACC",0,0
2022,"regular",11,"Playoff Committee Rankings",16,152,"NC State","ACC",0,0
2022,"regular",11,"Playoff Committee Rankings",17,2655,"Tulane","American Athletic",0,0
2022,"regular",11,"Playoff Committee Rankings",18,251,"Texas","Big 12",0,0
2022,"regular",11,"Playoff Committee Rankings",19,2306,"Kansas State","Big 12",0,0
2022,"regular",11,"Playoff Committee Rankings",20,87,"Notre Dame","FBS Independents",0,0
2022,"regular",11,"Playoff Committee Rankings",21,356,"Illinois","Big Ten",0,0
2022,"regular",11,"Playoff Committee Rankings",22,2116,"UCF","American Athletic",0,0
2022,"regular",11,"Playoff Committee Rankings",23,52,"Florida State","ACC",0,0
2022,"regular",11,"Playoff Committee Rankings",24,96,"Kentucky","SEC",0,0
2022,"regular",11,"Playoff Committee Rankings",25,264,"Washington","Pac-12",0,0
2022,"regular",12,"AFCA Division II Coaches Poll",1,125,"Grand Valley State University","GLIAC",27,747
2022,"regular",12,"AFCA Division II Coaches Poll",2,2025,"Angelo State","Lone Star",3,719
2022,"regular",12,"AFCA Division II Coaches Poll",3,2888,"Ouachita Baptist","Great American",0,683
2022,"regular",12,"AFCA Division II Coaches Poll",4,90,"Pittsburg St","Mid America",0,666
2022,"regular",12,"AFCA Division II Coaches Poll",5,2222,"Ferris State","GLIAC",0,621
2022,"regular",12,"AFCA Division II Coaches Poll",6,110242,"West Florida","Gulf South",0,584
2022,"regular",12,"AFCA Division II Coaches Poll",7,490,"Benedict College","SIAC",0,566
2022,"regular",12,"AFCA Division II Coaches Poll",8,138,"Northwest Missouri St","Mid America",0,491
2022,"regular",12,"AFCA Division II Coaches Poll",9,2170,"Delta State","Gulf South",0,484
2022,"regular",12,"AFCA Division II Coaches Poll",10,2146,"Colorado School Of Mines","Rocky Mountain",0,480
2022,"regular",12,"AFCA Division II Coaches Poll",11,2974,"Shepherd","Pennsylvania State Athletic",0,449
2022,"regular",12,"AFCA Division II Coaches Poll",12,308,"Ashland","Great Midwest Athletic",0,415
2022,"regular",12,"AFCA Division II Coaches Poll",13,2292,"Indianapolis","Great Lakes",0,384
2022,"regular",12,"AFCA Division II Coaches Poll",14,2676,"Virginia Union","CIAA",0,366
2022,"regular",12,"AFCA Division II Coaches Poll",15,2291,"Indiana-Pennsylvania","Pennsylvania State Athletic",0,335
2022,"regular",12,"AFCA Division II Coaches Poll",16,2698,"West Georgia","Gulf South",0,310
2022,"regular",12,"AFCA Division II Coaches Poll",17,2264,"Harding University","Great American",0,298
2022,"regular",12,"AFCA Division II Coaches Poll",18,2444,"Newberry","South Atlantic",0,208
2022,"regular",12,"AFCA Division II Coaches Poll",19,2364,"Minnesota State Mankato","Northern Sun",0,203
2022,"regular",12,"AFCA Division II Coaches Poll",20,215,"Slippery Rock","Pennsylvania State Athletic",0,189
2022,"regular",12,"AFCA Division II Coaches Poll",21,110254,"Davenport","GLIAC",0,123
2022,"regular",12,"AFCA Division II Coaches Poll",22,351,"Wingate","South Atlantic",0,88
2022,"regular",12,"AFCA Division II Coaches Poll",23,2654,"Truman State","Great Lakes",0,66
2022,"regular",12,"AFCA Division II Coaches Poll",24,2214,"Emporia State University","Mid America",0,40
2022,"regular",12,"AFCA Division II Coaches Poll",24,587,"Notre Dame College","Mountain East",0,40
2022,"regular",12,"AFCA Division III Coaches Poll",1,3071,"North Central College","CCIW",44,1172
2022,"regular",12,"AFCA Division III Coaches Poll",2,426,"University of Mount Union","Ohio",1,1101
2022,"regular",12,"AFCA Division III Coaches Poll",3,2371,"Mary Hardin-Baylor","American Southwest",1,1068
2022,"regular",12,"AFCA Division III Coaches Poll",4,203,"Linfield College","Northwest",1,1039
2022,"regular",12,"AFCA Division III Coaches Poll",5,386,"Trinity University TX","Southern Athletic",0,949
2022,"regular",12,"AFCA Division III Coaches Poll",6,2600,"Saint John's (MN)","Minnesota",0,932
2022,"regular",12,"AFCA Division III Coaches Poll",7,2740,"Wisconsin-Lacrosse","Wisconsin",0,852
2022,"regular",12,"AFCA Division III Coaches Poll",8,2808,"Delaware Valley","Mid Atlantic",0,785
2022,"regular",12,"AFCA Division III Coaches Poll",9,175,"Ithaca College","Liberty League",0,760
2022,"regular",12,"AFCA Division III Coaches Poll",10,2810,"Hardin-Simmons","American Southwest",0,733
2022,"regular",12,"AFCA Division III Coaches Poll",11,2745,"Wisconsin-Whitewater","Wisconsin",0,700
2022,"regular",12,"AFCA Division III Coaches Poll",12,2685,"Wartburg","American Rivers",0,666
2022,"regular",12,"AFCA Division III Coaches Poll",13,216,"Susquehanna","Centennial",0,628
2022,"regular",12,"AFCA Division III Coaches Poll",14,2516,"Randolph-Macon","Old Dominion",0,543
2022,"regular",12,"AFCA Division III Coaches Poll",15,2102,"Carnegie Mellon","Presidents'",0,471
2022,"regular",12,"AFCA Division III Coaches Poll",16,118,"Johns Hopkins University","Centennial",0,451
2022,"regular",12,"AFCA Division III Coaches Poll",17,2782,"Cortland","Empire 8",0,408
2022,"regular",12,"AFCA Division III Coaches Poll",18,396,"Wheaton","CCIW",0,357
2022,"regular",12,"AFCA Division III Coaches Poll",19,2938,"Huntingdon College (AL)","USA South",0,305
2022,"regular",12,"AFCA Division III Coaches Poll",20,2802,"Bethel (MN)","Minnesota",0,291
2022,"regular",12,"AFCA Division III Coaches Poll",21,2419,"Mount St. Joseph","Heartland",0,243
2022,"regular",12,"AFCA Division III Coaches Poll",22,2800,"Alma","Michigan",0,233
2022,"regular",12,"AFCA Division III Coaches Poll",23,452,"Endicott College","Commonwealth Coast",0,207
2022,"regular",12,"AFCA Division III Coaches Poll",24,2532,"Salisbury","New Jersey",0,97
2022,"regular",12,"AFCA Division III Coaches Poll",25,2790,"Albion","Michigan",0,71
2022,"regular",12,"AP Top 25",1,61,"Georgia","SEC",62,1574
2022,"regular",12,"AP Top 25",2,194,"Ohio State","Big Ten",1,1501
2022,"regular",12,"AP Top 25",3,130,"Michigan","Big Ten",0,1453
2022,"regular",12,"AP Top 25",4,2628,"TCU","Big 12",0,1374
2022,"regular",12,"AP Top 25",5,2633,"Tennessee","SEC",0,1341
2022,"regular",12,"AP Top 25",6,99,"LSU","SEC",0,1218
2022,"regular",12,"AP Top 25",7,30,"USC","Pac-12",0,1152
2022,"regular",12,"AP Top 25",8,333,"Alabama","SEC",0,1140
2022,"regular",12,"AP Top 25",9,228,"Clemson","ACC",0,1055
2022,"regular",12,"AP Top 25",10,254,"Utah","Pac-12",0,965
2022,"regular",12,"AP Top 25",11,213,"Penn State","Big Ten",0,882
2022,"regular",12,"AP Top 25",12,2483,"Oregon","Pac-12",0,856
2022,"regular",12,"AP Top 25",13,153,"North Carolina","ACC",0,843
2022,"regular",12,"AP Top 25",14,145,"Ole Miss","SEC",0,797
2022,"regular",12,"AP Top 25",15,264,"Washington","Pac-12",0,693
2022,"regular",12,"AP Top 25",16,26,"UCLA","Pac-12",0,648
2022,"regular",12,"AP Top 25",17,2116,"UCF","American Athletic",0,537
2022,"regular",12,"AP Top 25",18,87,"Notre Dame","FBS Independents",0,495
2022,"regular",12,"AP Top 25",19,2306,"Kansas State","Big 12",0,468
2022,"regular",12,"AP Top 25",20,52,"Florida State","ACC",0,386
2022,"regular",12,"AP Top 25",21,2655,"Tulane","American Athletic",0,273
2022,"regular",12,"AP Top 25",22,2132,"Cincinnati","American Athletic",0,237
2022,"regular",12,"AP Top 25",23,324,"Coastal Carolina","Sun Belt",0,143
2022,"regular",12,"AP Top 25",24,197,"Oklahoma State","Big 12",0,85
2022,"regular",12,"AP Top 25",25,204,"Oregon State","Pac-12",0,81
2022,"regular",12,"Coaches Poll",1,61,"Georgia","SEC",61,1572
2022,"regular",12,"Coaches Poll",2,194,"Ohio State","Big Ten",1,1509
2022,"regular",12,"Coaches Poll",3,130,"Michigan","Big Ten",1,1445
2022,"regular",12,"Coaches Poll",4,2628,"TCU","Big 12",0,1377
2022,"regular",12,"Coaches Poll",5,2633,"Tennessee","SEC",0,1332
2022,"regular",12,"Coaches Poll",6,30,"USC","Pac-12",0,1214
2022,"regular",12,"Coaches Poll",7,99,"LSU","SEC",0,1199
2022,"regular",12,"Coaches Poll",8,333,"Alabama","SEC",0,1122
2022,"regular",12,"Coaches Poll",9,228,"Clemson","ACC",0,1059
2022,"regular",12,"Coaches Poll",10,254,"Utah","Pac-12",0,961
2022,"regular",12,"Coaches Poll",11,153,"North Carolina","ACC",0,904
2022,"regular",12,"Coaches Poll",12,213,"Penn State","Big Ten",0,859
2022,"regular",12,"Coaches Poll",13,2483,"Oregon","Pac-12",0,828
2022,"regular",12,"Coaches Poll",14,145,"Ole Miss","SEC",0,824
2022,"regular",12,"Coaches Poll",15,264,"Washington","Pac-12",0,670
2022,"regular",12,"Coaches Poll",16,26,"UCLA","Pac-12",0,572
2022,"regular",12,"Coaches Poll",17,2306,"Kansas State","Big 12",0,547
2022,"regular",12,"Coaches Poll",18,2116,"UCF","American Athletic",0,522
2022,"regular",12,"Coaches Poll",19,87,"Notre Dame","FBS Independents",0,412
2022,"regular",12,"Coaches Poll",20,52,"Florida State","ACC",0,364
2022,"regular",12,"Coaches Poll",21,2132,"Cincinnati","American Athletic",0,236
2022,"regular",12,"Coaches Poll",22,2655,"Tulane","American Athletic",0,203
2022,"regular",12,"Coaches Poll",23,324,"Coastal Carolina","Sun Belt",0,179
2022,"regular",12,"Coaches Poll",24,197,"Oklahoma State","Big 12",0,115
2022,"regular",12,"Coaches Poll",25,152,"NC State","ACC",0,89
