brewery_id,Brewery_Name,Brewery_City,Brewery_State,ABV,IBU,Beer_Name,Beer_Style,Beer_Ounces
221,Big Storm Brewing Company,Odessa,FL,0.058,38,Wavemaker,American Amber / Red Ale,12
221,Big Storm Brewing Company,Odessa,FL,0.069,81,Arcus IPA,American IPA,12
222,Carton Brewing Company,Atlantic Highlands,NJ,0.042,35,Boat Beer,American IPA,12
222,Carton Brewing Company,Atlantic Highlands,NJ,0.078,80,077XX,American Double / Imperial IPA,16
222,Carton Brewing Company,Atlantic Highlands,NJ,0.039,9,Monkey Chased the Weasel,Berliner Weissbier,16
222,Carton Brewing Company,Atlantic Highlands,NJ,0.099,100,Epitome,American Black Ale,16
223,Midnight Sun Brewing Company,Anchorage,AK,0.057,70,Sockeye Red IPA,American IPA,12
223,Midnight Sun Brewing Company,Anchorage,AK,0.05,24,Kodiak Brown Ale,American Brown Ale,12
223,Midnight Sun Brewing Company,Anchorage,AK,0.048,12,Snowshoe White Ale,Witbier,12
223,Midnight Sun Brewing Company,Anchorage,AK,0.063,61,Pleasure Town IPA,American IPA,12
223,Midnight Sun Brewing Company,Anchorage,AK,0.063,61,Pleasure Town,American IPA,12
224,Fat Head's Brewery,Middleburg Heights,OH,0.07,80,Hop Stalker Fresh Hop IPA,American IPA,16
224,Fat Head's Brewery,Middleburg Heights,OH,0.063,55,Trail Head,American Pale Ale (APA),12
225,Refuge Brewery,Temecula,CA,0.05,16,Blood Orange Wit,Witbier,16
226,Chatham Brewing,Chatham,NY,0.055,40,Oktoberfest,Märzen / Oktoberfest,16
226,Chatham Brewing,Chatham,NY,0.08,69,8 Barrel,American Strong Ale,16
227,DC Brau Brewing Company,Washington,DC,0.06,NA,The Public,American Pale Ale (APA),12
227,DC Brau Brewing Company,Washington,DC,0.07,NA,The Citizen,Belgian Pale Ale,12
227,DC Brau Brewing Company,Washington,DC,0.065,80,The Corruption,American IPA,12
227,DC Brau Brewing Company,Washington,DC,0.092,115,On the Wings of Armageddon,American Double / Imperial IPA,12
227,DC Brau Brewing Company,Washington,DC,0.055,NA,Penn Quarter Porter,American Porter,12
227,DC Brau Brewing Company,Washington,DC,0.053,11,El Hefe Speaks,Hefeweizen,12
227,DC Brau Brewing Company,Washington,DC,0.05,15,The Tradition,American Blonde Ale,12
227,DC Brau Brewing Company,Washington,DC,0.08,NA,Stone of Arbroath,Scotch Ale / Wee Heavy,12
228,Geneva Lake Brewing Company,Lake Geneva,WI,0.05,26,Cedar Point,American Amber / Red Ale,12
228,Geneva Lake Brewing Company,Lake Geneva,WI,0.049,15,Boathouse Blonde,American Blonde Ale,12
228,Geneva Lake Brewing Company,Lake Geneva,WI,0.072,50,No Wake IPA,American IPA,12
229,Rochester Mills Brewing Company,Rochester,MI,0.055,NA,Lazy Daze Lager,American Adjunct Lager,12
229,Rochester Mills Brewing Company,Rochester,MI,0.07,NA,Cornerstone IPA,American IPA,16
229,Rochester Mills Brewing Company,Rochester,MI,0.05,NA,Milkshake Stout,Milk / Sweet Stout,16
229,Rochester Mills Brewing Company,Rochester,MI,0.059,NA,Rochester Red Ale,American Amber / Red Ale,16
229,Rochester Mills Brewing Company,Rochester,MI,0.055,NA,Lazy Daze Lager,American Adjunct Lager,16
229,Rochester Mills Brewing Company,Rochester,MI,NA,NA,Cal and Co. Black Cherry Porter,American Porter,16
229,Rochester Mills Brewing Company,Rochester,MI,0.053,NA,Pine Knob Pilsner,Czech Pilsener,16
230,Cape Ann Brewing Company,Gloucester,MA,0.055,30,Fisherman's Brew,American Amber / Red Ale,12
230,Cape Ann Brewing Company,Gloucester,MA,0.054,35,Fisherman's Pils,German Pilsener,12
230,Cape Ann Brewing Company,Gloucester,MA,0.055,64,Fisherman's IPA,American IPA,12
230,Cape Ann Brewing Company,Gloucester,MA,0.09,130,Dead-Eye DIPA,American Double / Imperial IPA,16
230,Cape Ann Brewing Company,Gloucester,MA,0.099,43,Imperial Pumpkin Stout,Pumpkin Ale,16
231,Borderlands Brewing Company,Tucson,AZ,0.071,16,Noche Dulce,American Porter,16
232,College Street Brewhouse and Pub,Lake Havasu City,AZ,0.058,NA,Big Blue Van,Fruit / Vegetable Beer,16
233,Joseph James Brewing Company,Henderson,NV,0.052,15,Joseph James American Lager,American Adjunct Lager,12
233,Joseph James Brewing Company,Henderson,NV,0.093,90,Hop Box Imperial IPA,American Double / Imperial IPA,12
233,Joseph James Brewing Company,Henderson,NV,0.05,50,Fox Tail Gluten Free Ale,American Pale Ale (APA),12
233,Joseph James Brewing Company,Henderson,NV,0.05,15,Weize Guy,Hefeweizen,12
234,Harpoon Brewery,Boston,MA,0.059,42,Harpoon IPA (2010),American IPA,12
234,Harpoon Brewery,Boston,MA,0.05,28,Harpoon Summer Beer (2010),Kölsch,12
234,Harpoon Brewery,Boston,MA,0.048,10,UFO White,American Pale Wheat Ale,12
234,Harpoon Brewery,Boston,MA,0.05,28,Harpoon Summer Beer (2012),Kölsch,12
234,Harpoon Brewery,Boston,MA,0.059,42,Harpoon IPA (2012),American IPA,12
234,Harpoon Brewery,Boston,MA,0.055,30,Harpoon Octoberfest,Märzen / Oktoberfest,12
234,Harpoon Brewery,Boston,MA,0.059,20,UFO Pumpkin,Pumpkin Ale,12
234,Harpoon Brewery,Boston,MA,0.059,42,Harpoon IPA,American IPA,12
234,Harpoon Brewery,Boston,MA,0.05,28,Harpoon Summer Beer,Kölsch,12
234,Harpoon Brewery,Boston,MA,0.048,NA,Honey Cider,Cider,12
234,Harpoon Brewery,Boston,MA,0.062,45,The Long Thaw White IPA,American White IPA,12
234,Harpoon Brewery,Boston,MA,0.052,15,UFO Gingerland,Herbed / Spiced Beer,12
235,Back East Brewing Company,Bloomfield,CT,0.05,NA,Back East Ale,American Amber / Red Ale,12
235,Back East Brewing Company,Bloomfield,CT,0.07,NA,Misty Mountain IPA,American IPA,12
235,Back East Brewing Company,Bloomfield,CT,0.049,NA,Back East Golden Ale,American Blonde Ale,12
235,Back East Brewing Company,Bloomfield,CT,0.06,NA,Back East Porter,American Porter,12
235,Back East Brewing Company,Bloomfield,CT,0.086,NA,Palate Mallet,American Double / Imperial IPA,12
236,Champion Brewing Company,Charlottesville,VA,0.07,65,Missile IPA,American IPA,12
236,Champion Brewing Company,Charlottesville,VA,0.05,22,Killer Kolsch,Kölsch,12
236,Champion Brewing Company,Charlottesville,VA,0.06,45,Black Me Stout,American Stout,12
236,Champion Brewing Company,Charlottesville,VA,0.07,NA,Stickin' In My Rye,Rye Beer,24
237,Devil's Backbone Brewing Company,Lexington,VA,0.052,26,Striped Bass Pale Ale,American Pale Ale (APA),12
237,Devil's Backbone Brewing Company,Lexington,VA,0.044,45,Bravo Four Point,American Pale Ale (APA),12
238,Newburgh Brewing Company,Newburgh,NY,0.042,35,Cream Ale,Cream Ale,12
239,Wiseacre Brewing Company,Memphis,TN,0.045,23,Tiny Bomb,American Pilsner,12
239,Wiseacre Brewing Company,Memphis,TN,0.062,61,Ananda India Pale Ale,American IPA,12
239,Wiseacre Brewing Company,Memphis,TN,0.059,NA,Tarasque,Saison / Farmhouse Ale,12
240,Golden Road Brewing,Los Angeles,CA,0.046,15,Golden Road Hefeweizen (2012),Hefeweizen,16
240,Golden Road Brewing,Los Angeles,CA,0.059,60,Point the Way IPA (2012),American IPA,16
240,Golden Road Brewing,Los Angeles,CA,0.08,70,Wolf Among Weeds IPA (2012),American IPA,16
240,Golden Road Brewing,Los Angeles,CA,0.08,70,Burning Bush Smoked IPA,American IPA,16
240,Golden Road Brewing,Los Angeles,CA,0.055,20,Get Up Offa That Brown,American Brown Ale,16
240,Golden Road Brewing,Los Angeles,CA,0.05,NA,Cabrillo Kölsch,Kölsch,16
240,Golden Road Brewing,Los Angeles,CA,0.059,60,Point the Way IPA,American IPA,12
240,Golden Road Brewing,Los Angeles,CA,0.068,65,Heal the Bay IPA,American IPA,16
240,Golden Road Brewing,Los Angeles,CA,0.046,15,Golden Road Hefeweizen,Hefeweizen,16
240,Golden Road Brewing,Los Angeles,CA,0.059,60,Point the Way IPA,American IPA,16
240,Golden Road Brewing,Los Angeles,CA,0.094,92,Better Weather IPA,American IPA,16
240,Golden Road Brewing,Los Angeles,CA,0.08,70,Wolf Among Weeds IPA,American IPA,16
240,Golden Road Brewing,Los Angeles,CA,0.074,74,2020 IPA,American IPA,16
240,Golden Road Brewing,Los Angeles,CA,0.058,35,Saison Pamplemousse,Saison / Farmhouse Ale,12
240,Golden Road Brewing,Los Angeles,CA,0.072,75,Might As Well IPL,American Pale Lager,16
241,New Republic Brewing Company,College Station,TX,0.052,50,Dammit Jim!,American Amber / Red Ale,12
241,New Republic Brewing Company,College Station,TX,0.056,30,Kadigan,American Blonde Ale,12
241,New Republic Brewing Company,College Station,TX,0.056,20,Skylight,Dunkelweizen,12
242,Infamous Brewing Company,Austin,TX,0.055,20,Hijack,Cream Ale,12
242,Infamous Brewing Company,Austin,TX,0.07,75,Infamous IPA,American IPA,12
243,Two Henrys Brewing Company,Plant City,FL,0.045,NA,The Gilded Age,Munich Helles Lager,12
244,Lift Bridge Brewing Company,Stillwater,MN,0.06,30,Farm Girl Saison,Saison / Farmhouse Ale,16
244,Lift Bridge Brewing Company,Stillwater,MN,0.052,30,Getaway,German Pilsener,16
245,Lucky Town Brewing Company,Jackson,MS,0.051,31,Ballistic Blonde,Belgian Pale Ale,12
245,Lucky Town Brewing Company,Jackson,MS,0.038,18,Pub Ale,English Dark Mild Ale,12
246,Quest Brewing Company,Greenville,SC,0.055,30,Smoking Mirror,American Porter,12
246,Quest Brewing Company,Greenville,SC,0.045,35,Golden Fleece,Belgian Pale Ale,12
247,Creature Comforts,Athens,GA,0.045,NA,Athena,Berliner Weissbier,12
247,Creature Comforts,Athens,GA,0.065,65,Tropicalia,American IPA,12
248,Half Full Brewery,Stamford,CT,0.052,18,Half Full Bright Ale,American Blonde Ale,12
248,Half Full Brewery,Stamford,CT,0.07,40,Pursuit,American IPA,12
249,Southampton Publick House,Southampton,NY,0.035,NA,Montauk Light,Light Lager,12
250,Chapman's Brewing,Angola,IN,0.045,NA,Englishman,English Brown Ale,16
250,Chapman's Brewing,Angola,IN,0.055,30,Pail Ale,American Pale Ale (APA),16
250,Chapman's Brewing,Angola,IN,0.065,8,Ale Cider,Fruit / Vegetable Beer,16
250,Chapman's Brewing,Angola,IN,0.045,NA,Enlighten,Kölsch,16
251,Barrio Brewing Company,Tucson,AZ,0.045,NA,Barrio Tucson Blonde,American Blonde Ale,12
251,Barrio Brewing Company,Tucson,AZ,0.06,60,Barrio Blanco,American IPA,12
252,Santa Cruz Mountain Brewing,Santa Cruz,CA,0.07,NA,Casinos IPA,English India Pale Ale (IPA),16
252,Santa Cruz Mountain Brewing,Santa Cruz,CA,0.054,NA,Dread Brown Ale,American Brown Ale,12
252,Santa Cruz Mountain Brewing,Santa Cruz,CA,0.089,88,Giant DIPA,American Double / Imperial IPA,16
253,Frankenmuth Brewery,Frankenmuth,MI,0.055,18,Twisted Helles Summer Lager,Munich Helles Lager,12
253,Frankenmuth Brewery,Frankenmuth,MI,0.069,69,Batch 69 IPA,American IPA,12
253,Frankenmuth Brewery,Frankenmuth,MI,0.056,NA,Old Detroit,American Amber / Red Ale,12
254,Meckley's Cidery,Somerset Center,MI,0.069,NA,Cherry Bomb,Cider,16
254,Meckley's Cidery,Somerset Center,MI,0.069,NA,Weim-R-Iner,Cider,16
254,Meckley's Cidery,Somerset Center,MI,0.069,NA,Bushwhacker Cider,Cider,16
255,Stillwater Artisanal Ales,Baltimore,MD,0.045,NA,Classique,Saison / Farmhouse Ale,12
255,Stillwater Artisanal Ales,Baltimore,MD,0.05,NA,Brontide,American Black Ale,12
255,Stillwater Artisanal Ales,Baltimore,MD,0.05,NA,Brontide,American Black Ale,12
256,Finch's Beer Company,Chicago,IL,0.047,NA,Golden Wing Blonde Ale,American Blonde Ale,16
256,Finch's Beer Company,Chicago,IL,0.055,NA,Cut Throat Pale Ale (2011),American Pale Ale (APA),16
256,Finch's Beer Company,Chicago,IL,0.075,NA,Threadless IPA,American IPA,16
256,Finch's Beer Company,Chicago,IL,0.055,NA,Cut Throat Pale Ale,American Pale Ale (APA),16
256,Finch's Beer Company,Chicago,IL,0.08,72,Fascist Pig Ale,American Amber / Red Ale,16
256,Finch's Beer Company,Chicago,IL,0.053,NA,Secret Stache Stout,American Stout,16
256,Finch's Beer Company,Chicago,IL,0.05,22,Wet Hot American Wheat Ale,American Pale Wheat Ale,16
256,Finch's Beer Company,Chicago,IL,0.086,NA,Nuclear Winter,Belgian Strong Dark Ale,16
256,Finch's Beer Company,Chicago,IL,0.08,80,Sobek & Set,American Black Ale,16
256,Finch's Beer Company,Chicago,IL,0.09,NA,Hardcore Chimera,American Double / Imperial IPA,16
257,South Austin Brewery,South Austin,TX,0.05,22,Kol' Beer,Kölsch,16
257,South Austin Brewery,South Austin,TX,0.08,NA,6 String Saison,Saison / Farmhouse Ale,16
257,South Austin Brewery,South Austin,TX,0.055,40,Texas Pale Ale (TPA),American IPA,16
257,South Austin Brewery,South Austin,TX,0.07,18,LuckenBock,Bock,16
258,Bauhaus Brew Labs,Minneapolis,MN,0.054,48,Wonderstuff,German Pilsener,12
258,Bauhaus Brew Labs,Minneapolis,MN,0.05,28,Stargrazer,Schwarzbier,12
258,Bauhaus Brew Labs,Minneapolis,MN,0.067,70,Sky-Five,American IPA,12
258,Bauhaus Brew Labs,Minneapolis,MN,0.054,55,Wagon Party,California Common / Steam Beer,12
259,Ozark Beer Company,Rogers,AR,0.04,39,Ozark American Pale Ale,American Pale Ale (APA),12
260,Mountain Town Brewing Company,Mount Pleasant,MI,0.082,NA,Train Wreck,American Amber / Red Ale,16
261,Otter Creek Brewing,Waterbury,VT,0.055,55,Overgrown American Pale Ale,American Pale Ale (APA),12
262,The Brewer's Art,Baltimore,MD,0.07,NA,Resurrection,Dubbel,12
262,The Brewer's Art,Baltimore,MD,0.073,NA,Ozzy,Belgian Pale Ale,12
262,The Brewer's Art,Baltimore,MD,0.05,NA,Birdhouse Pale Ale,Belgian Pale Ale,12
263,Denver Beer Company,Denver,CO,0.05,NA,Graham Cracker Porter,American Porter,12
263,Denver Beer Company,Denver,CO,0.07,NA,Incredible Pedal IPA,American IPA,12
264,Ska Brewing Company,Durango,CO,0.068,65,Modus Hoperandi,American IPA,12
264,Ska Brewing Company,Durango,CO,0.057,58,ESB Special Ale,Extra Special / Strong Bitter (ESB),12
264,Ska Brewing Company,Durango,CO,0.061,NA,Euphoria Pale Ale,American Pale Ale (APA),12
264,Ska Brewing Company,Durango,CO,0.053,NA,True Blonde Ale,American Blonde Ale,12
264,Ska Brewing Company,Durango,CO,0.042,18,Mexican Logger,American Pale Lager,12
264,Ska Brewing Company,Durango,CO,NA,NA,Autumnal Molé Stout,American Stout,12
264,Ska Brewing Company,Durango,CO,0.08,NA,Hibernal Vinifera Stout,Foreign / Export Stout,12
264,Ska Brewing Company,Durango,CO,0.058,NA,Vernal Minthe Stout,American Stout,12
264,Ska Brewing Company,Durango,CO,0.058,15,Estival Cream Stout,American Stout,12
264,Ska Brewing Company,Durango,CO,0.068,65,Modus Hoperandi,American IPA,12
264,Ska Brewing Company,Durango,CO,0.074,NA,Taster's Choice,Doppelbock,12
264,Ska Brewing Company,Durango,CO,0.045,NA,Rudie Session IPA,American IPA,12
265,Tractor Brewing Company,Albuquerque,NM,0.06,30,Farmer's Tan Red Ale,American Amber / Red Ale,12
265,Tractor Brewing Company,Albuquerque,NM,0.065,NA,Milk Mustachio Stout,Milk / Sweet Stout,12
265,Tractor Brewing Company,Albuquerque,NM,0.062,72,Almanac IPA,American IPA,12
266,Peak Organic Brewing Company,Portland,ME,0.05,61,Summer Session Ale,American Pale Wheat Ale,12
266,Peak Organic Brewing Company,Portland,ME,0.046,NA,Fresh Cut Pilsner,American Pilsner,12
267,Cape Cod Beer,Hyannis,MA,0.049,10,Beach Blonde,American Blonde Ale,16
267,Cape Cod Beer,Hyannis,MA,0.055,35,Cape Cod Red,American Amber / Red Ale,16
268,Long Trail Brewing Company,Bridgewater Corners,VT,0.046,30,Long Trail Ale (1),Altbier,12
268,Long Trail Brewing Company,Bridgewater Corners,VT,0.04,8,Blackbeary Wheat,Fruit / Vegetable Beer,12
268,Long Trail Brewing Company,Bridgewater Corners,VT,0.072,33,Double Bag,Altbier,16
268,Long Trail Brewing Company,Bridgewater Corners,VT,0.046,30,Long Trail Ale,American Amber / Red Ale,12
268,Long Trail Brewing Company,Bridgewater Corners,VT,0.059,42,Long Trail IPA,English India Pale Ale (IPA),12
269,Great Raft Brewing Company,Shreveport,LA,0.052,NA,Southern Drawl Pale Lager,American Pale Lager,12
269,Great Raft Brewing Company,Shreveport,LA,0.052,49,Commotion APA,American Pale Ale (APA),12
270,Alaskan Brewing Company,Juneau,AK,0.053,18,Alaskan Amber,Altbier,12
270,Alaskan Brewing Company,Juneau,AK,0.053,40,Freeride APA,American Pale Ale (APA),12
271,Notch Brewing Company,Ipswich,MA,0.04,NA,Notch Session Pils,Czech Pilsener,12
271,Notch Brewing Company,Ipswich,MA,0.043,NA,Left of the Dial IPA,American IPA,12
272,The Alchemist,Waterbury,VT,0.08,120,Heady Topper,American Double / Imperial IPA,16
272,The Alchemist,Waterbury,VT,0.08,120,Heady Topper,American Double / Imperial IPA,16
272,The Alchemist,Waterbury,VT,0.07,NA,Focal Banger,American IPA,16
272,The Alchemist,Waterbury,VT,0.08,NA,Beelzebub,American Double / Imperial Stout,16
272,The Alchemist,Waterbury,VT,0.096,NA,The Crusher,American Double / Imperial IPA,16
272,The Alchemist,Waterbury,VT,0.06,NA,Petit Mutant,American Wild Ale,16
273,Three Notch'd Brewing Company,Charlottesville,VA,0.06,50,40 Mile IPA,American IPA,12
273,Three Notch'd Brewing Company,Charlottesville,VA,0.053,22,Hydraulion Red,Irish Red Ale,12
274,Portside Brewery,Cleveland,OH,0.099,NA,Big Chuck Barleywine,American Barleywine,12
275,Otter Creek Brewing,Middlebury,VT,0.055,45,Fresh Slice White IPA,American White IPA,12
276,Montauk Brewing Company,Montauk,NY,0.06,49,Driftwood Ale,Extra Special / Strong Bitter (ESB),12
276,Montauk Brewing Company,Montauk,NY,0.056,28,Montauk Summer Ale,American Blonde Ale,12
277,Indeed Brewing Company,Minneapolis,MN,0.054,45,Day Tripper Pale Ale,American Pale Ale (APA),12
277,Indeed Brewing Company,Minneapolis,MN,0.065,80,Midnight Ryder,American Black Ale,12
277,Indeed Brewing Company,Minneapolis,MN,0.046,27,Shenanigans Summer Ale,American Pale Wheat Ale,12
277,Indeed Brewing Company,Minneapolis,MN,0.05,10,Sweet Yamma Jamma Ale,Fruit / Vegetable Beer,12
277,Indeed Brewing Company,Minneapolis,MN,0.065,22,Stir Crazy Winter Ale,Winter Warmer,12
277,Indeed Brewing Company,Minneapolis,MN,0.068,90,Let It Ride IPA,American IPA,12
278,Berkshire Brewing Company,South Deerfield,MA,0.053,20,Steel Rail Extra Pale Ale,American Pale Ale (APA),12
278,Berkshire Brewing Company,South Deerfield,MA,0.055,40,Lost Sailor IPA,English India Pale Ale (IPA),12
279,Foolproof Brewing Company,Pawtucket,RI,0.045,NA,Barstool American Golden Ale,American Blonde Ale,12
279,Foolproof Brewing Company,Pawtucket,RI,0.065,NA,Raincloud Robust Porter,American Porter,12
279,Foolproof Brewing Company,Pawtucket,RI,0.06,NA,Backyahd IPA,American IPA,12
279,Foolproof Brewing Company,Pawtucket,RI,0.078,NA,La Ferme Urbaine Farmhouse Ale,Saison / Farmhouse Ale,12
280,Headlands Brewing Company,Mill Valley,CA,0.088,77,Hill 88 Double IPA,American Double / Imperial IPA,16
280,Headlands Brewing Company,Mill Valley,CA,0.062,40,Pt. Bonita Rustic Lager,American Pale Lager,16
280,Headlands Brewing Company,Mill Valley,CA,0.076,65,Groupe G,Belgian IPA,16
281,Bolero Snort Brewery,Ridgefield Park,NJ,0.04,34,Lucky Buck,Irish Dry Stout,16
281,Bolero Snort Brewery,Ridgefield Park,NJ,0.042,30,Longhop IPA,American IPA,16
282,Thunderhead Brewing Company,Kearney,NE,NA,NA,Cornstalker Dark Wheat,American Dark Wheat Ale,12
282,Thunderhead Brewing Company,Kearney,NE,0.075,NA,Golden Frau Honey Wheat,Braggot,12
282,Thunderhead Brewing Company,Kearney,NE,0.065,NA,Cropduster Mid-American IPA,American IPA,12
282,Thunderhead Brewing Company,Kearney,NE,0.052,NA,Leatherhead Red,American Amber / Red Ale,12
283,Defiance Brewing Company,Hays,KS,0.05,16,Gutch English Style Mild Ale,English Pale Mild Ale,12
283,Defiance Brewing Company,Hays,KS,0.045,44,Thrasher Session India Pale Ale,American IPA,12
284,Milwaukee Brewing Company,Milwaukee,WI,0.051,24,Louie’s Demise Immort-Ale (2010),American Amber / Red Ale,16
284,Milwaukee Brewing Company,Milwaukee,WI,0.048,18,Flaming Damsel Lager (2010),Vienna Lager,16
284,Milwaukee Brewing Company,Milwaukee,WI,0.092,NA,O-Gii,Witbier,16
284,Milwaukee Brewing Company,Milwaukee,WI,0.065,20,Booyah Farmhouse Ale,Saison / Farmhouse Ale,16
284,Milwaukee Brewing Company,Milwaukee,WI,0.075,51,Hop Happy,American IPA,16
284,Milwaukee Brewing Company,Milwaukee,WI,0.051,24,Louie's Demise Amber Ale,American Amber / Red Ale,16
284,Milwaukee Brewing Company,Milwaukee,WI,0.087,80,Hop Freak,American Double / Imperial IPA,16
285,Catawba Island Brewing,Port Clinton,OH,0.078,16,Seiche Scottish Ale,Scottish Ale,16
285,Catawba Island Brewing,Port Clinton,OH,0.048,16,Whitecap Wit,Witbier,16
286,Back Forty Beer Company,Gadsden,AL,0.06,43,Naked Pig Pale Ale,American Pale Ale (APA),12
286,Back Forty Beer Company,Gadsden,AL,0.06,NA,Truck Stop Honey Brown Ale,English Brown Ale,12
287,Four Corners Brewing Company,Dallas,TX,0.052,20,Local Buzz,American Blonde Ale,12
287,Four Corners Brewing Company,Dallas,TX,0.057,40,Block Party Robust Porter,American Porter,12
287,Four Corners Brewing Company,Dallas,TX,0.076,73,El Chingon IPA,American IPA,12
288,Saint Archer Brewery,San Diego,CA,0.048,22,Saint Archer Blonde,Kölsch,12
288,Saint Archer Brewery,San Diego,CA,0.052,40,Saint Archer Pale Ale,American Pale Ale (APA),12
288,Saint Archer Brewery,San Diego,CA,0.068,66,Saint Archer IPA,American IPA,12
288,Saint Archer Brewery,San Diego,CA,0.05,15,Saint Archer White Ale,Witbier,12
289,Rogue Ales,Newport,OR,0.051,NA,Rogue American Amber Ale,American Amber / Red Ale,16
290,Hale's Ales,Seattle,WA,0.047,NA,Hale's Pale American Ale,American Pale Ale (APA),12
290,Hale's Ales,Seattle,WA,0.069,67,Supergoose IPA,American IPA,12
291,Tommyknocker Brewery,Idaho Springs,CO,0.055,33,Ornery Amber Lager (2003),Vienna Lager,12
291,Tommyknocker Brewery,Idaho Springs,CO,0.073,87,IPA & a Half,American IPA,12
292,Baxter Brewing Company,Lewiston,ME,0.069,69,Stowaway IPA,American IPA,12
292,Baxter Brewing Company,Lewiston,ME,0.049,28,Pamola Xtra Pale Ale,American Pale Ale (APA),12
292,Baxter Brewing Company,Lewiston,ME,0.055,35,Amber Road,American Amber / Red Ale,12
292,Baxter Brewing Company,Lewiston,ME,0.047,NA,Celsius Summer Ale (2012),American Pale Wheat Ale,12
292,Baxter Brewing Company,Lewiston,ME,0.066,NA,Hayride Autumn Ale,Rye Beer,12
292,Baxter Brewing Company,Lewiston,ME,0.068,NA,Phantom Punch Winter Stout,Foreign / Export Stout,12
292,Baxter Brewing Company,Lewiston,ME,0.047,NA,Summer Swelter,American Pale Wheat Ale,12
292,Baxter Brewing Company,Lewiston,ME,0.07,42,On the Count of 3 (2015),Hefeweizen,16
292,Baxter Brewing Company,Lewiston,ME,0.053,NA,Tarnation California-Style Lager,California Common / Steam Beer,12
293,Northampton Brewery,Northamtpon,MA,0.069,NA,Blue Boots IPA,American IPA,16
294,Black Shirt Brewing Company,Denver,CO,0.066,44,Colorado Red Ale,American Amber / Red Ale,12
294,Black Shirt Brewing Company,Denver,CO,0.078,34,American Red Saison,Saison / Farmhouse Ale,12
294,Black Shirt Brewing Company,Denver,CO,0.071,45,American Red Porter,American Porter,12
294,Black Shirt Brewing Company,Denver,CO,0.071,83,American India Red Ale,American Strong Ale,12
295,Wachusett Brewing Company,Westminster,MA,0.06,55,Green Monsta IPA,American IPA,12
295,Wachusett Brewing Company,Westminster,MA,0.045,10,Wachusett Blueberry Ale,Fruit / Vegetable Beer,12
295,Wachusett Brewing Company,Westminster,MA,0.052,20,Pumpkan,Pumpkin Ale,12
295,Wachusett Brewing Company,Westminster,MA,0.04,37,Wachusett Light IPA (2013),American IPA,12
295,Wachusett Brewing Company,Westminster,MA,0.051,17,Country Pale Ale,English Pale Ale,12
295,Wachusett Brewing Company,Westminster,MA,0.047,NA,Wachusett Summer,American Pale Wheat Ale,12
295,Wachusett Brewing Company,Westminster,MA,0.085,85,Larry Imperial IPA,American Double / Imperial IPA,12
295,Wachusett Brewing Company,Westminster,MA,0.047,NA,Strawberry White,Witbier,12
295,Wachusett Brewing Company,Westminster,MA,0.056,50,Wachusett IPA,American IPA,12
295,Wachusett Brewing Company,Westminster,MA,0.06,55,Green Monsta IPA,American IPA,12
295,Wachusett Brewing Company,Westminster,MA,0.04,37,Wachusett Light IPA,American IPA,12
296,Widmer Brothers Brewing Company,Portland,OR,0.049,30,Widmer Brothers Hefeweizen,Hefeweizen,12
296,Widmer Brothers Brewing Company,Portland,OR,0.049,30,Hefe Black,Hefeweizen,12
296,Widmer Brothers Brewing Company,Portland,OR,0.049,30,Hefe Lemon,Radler,12
297,Hop Farm Brewing Company,Pittsburgh,PA,0.058,45,Hop Farm IPA,American IPA,12
297,Hop Farm Brewing Company,Pittsburgh,PA,0.047,28,One Nut Brown,American Brown Ale,12
297,Hop Farm Brewing Company,Pittsburgh,PA,0.042,25,Provision,Saison / Farmhouse Ale,12
298,Liquid Hero Brewery,York,PA,0.065,75,Irregardless IPA,American IPA,12
298,Liquid Hero Brewery,York,PA,0.052,20,Schweet Ale,Fruit / Vegetable Beer,12
298,Liquid Hero Brewery,York,PA,0.057,42,American Hero,American Amber / Red Ale,12
298,Liquid Hero Brewery,York,PA,0.058,40,Adam's Stout,American Stout,12
299,Matt Brewing Company,Utica,NY,0.055,NA,Saranac Pale Ale (16 oz.),English Pale Ale,16
299,Matt Brewing Company,Utica,NY,0.055,NA,Saranac Pale Ale (12 oz.),English Pale Ale,12
299,Matt Brewing Company,Utica,NY,0.047,NA,Saranac Summer Ale (2011),American Pale Wheat Ale,12
299,Matt Brewing Company,Utica,NY,0.06,NA,Saranac White IPA,American IPA,12
299,Matt Brewing Company,Utica,NY,0.05,12,Blueberry Blonde Ale,American Blonde Ale,12
299,Matt Brewing Company,Utica,NY,0.047,NA,Pomegranate Wheat (2008),Fruit / Vegetable Beer,12
299,Matt Brewing Company,Utica,NY,0.048,NA,Saranac Traditional Lager (2000),American Pale Lager,12
299,Matt Brewing Company,Utica,NY,0.045,NA,DAX Light (1998),Light Lager,12
299,Matt Brewing Company,Utica,NY,0.045,NA,Saranac Adirondack Light (2002),Light Lager,12
299,Matt Brewing Company,Utica,NY,0.051,NA,Saranac Golden Pilsener (2003),German Pilsener,12
299,Matt Brewing Company,Utica,NY,0.065,60,Our Legacy IPA,American IPA,16
299,Matt Brewing Company,Utica,NY,0.042,NA,Saranac Shandy,Shandy,12
299,Matt Brewing Company,Utica,NY,0.065,60,Our Legacy IPA,American IPA,12
300,Boston Beer Company,Boston,MA,0.049,30,Boston Lager,Vienna Lager,12
300,Boston Beer Company,Boston,MA,0.053,7,Samuel Adams Summer Ale,American Pale Wheat Ale,12
