brewery_id,Brewery_Name,Brewery_City,Brewery_State,ABV,IBU,Beer_Name,Beer_Style,Beer_Ounces
80,Hopworks Urban Brewery,Portland,OR,0.039,20,Nonstop Hef Hop,American Pale Wheat Ale,16
80,Hopworks Urban Brewery,Portland,OR,0.039,20,Nonstop Hef Hop,American Pale Wheat Ale,16
80,Hopworks Urban Brewery,Portland,OR,0.039,20,Nonstop Hef Hop,American Pale Wheat Ale,16
80,Hopworks Urban Brewery,Portland,OR,0.039,20,Nonstop Hef Hop,American Pale Wheat Ale,16
80,Hopworks Urban Brewery,Portland,OR,0.039,20,Nonstop Hef Hop,American Pale Wheat Ale,16
80,Hopworks Urban Brewery,Portland,OR,0.027,21,Totally Radler,Radler,16
80,Hopworks Urban Brewery,Portland,OR,0.068,NA,Hard Cider,Cider,16
81,Epic Brewing,Denver,CO,0.062,NA,Escape to Colorado,American IPA,12
81,Epic Brewing,Denver,CO,0.05,NA,Hop Syndrome,American Pale Lager,12
81,Epic Brewing,Denver,CO,0.052,NA,Element 29,American Pale Ale (APA),12
81,Epic Brewing,Denver,CO,0.052,NA,Lil' Brainless Raspberries,Fruit / Vegetable Beer,12
82,New Belgium Brewing Company,Fort Collins,CO,0.052,18,Fat Tire Amber Ale (2008),American Amber / Red Ale,12
82,New Belgium Brewing Company,Fort Collins,CO,0.048,NA,Sunshine Wheat Beer (2009),American Pale Wheat Ale,12
82,New Belgium Brewing Company,Fort Collins,CO,0.065,70,Ranger IPA (Current),American IPA,12
82,New Belgium Brewing Company,Fort Collins,CO,0.052,18,Fat Tire Amber Ale,American Amber / Red Ale,16
82,New Belgium Brewing Company,Fort Collins,CO,0.065,70,Ranger IPA,American IPA,16
82,New Belgium Brewing Company,Fort Collins,CO,0.05,29,Shift,American Pale Lager,16
82,New Belgium Brewing Company,Fort Collins,CO,0.052,18,Fat Tire Amber Ale (2011),American Amber / Red Ale,12
82,New Belgium Brewing Company,Fort Collins,CO,0.05,29,Shift (1),American Pale Lager,12
82,New Belgium Brewing Company,Fort Collins,CO,0.052,18,Fat Tire Amber Ale,American Amber / Red Ale,12
82,New Belgium Brewing Company,Fort Collins,CO,0.048,NA,Sunshine Wheat Beer,American Pale Wheat Ale,12
82,New Belgium Brewing Company,Fort Collins,CO,0.052,NA,Snapshot,American Pale Wheat Ale,16
82,New Belgium Brewing Company,Fort Collins,CO,0.055,NA,California Route,American Amber / Red Lager,12
82,New Belgium Brewing Company,Fort Collins,CO,0.048,NA,Blue Paddle,Czech Pilsener,12
82,New Belgium Brewing Company,Fort Collins,CO,0.056,21,1554 Black Lager,Euro Dark Lager,12
82,New Belgium Brewing Company,Fort Collins,CO,0.05,29,Shift,American Pale Lager,12
82,New Belgium Brewing Company,Fort Collins,CO,0.065,70,Ranger IPA,American IPA,12
82,New Belgium Brewing Company,Fort Collins,CO,0.045,40,Slow Ride,American IPA,12
83,Sierra Nevada Brewing Company,Chico,CA,0.056,37,Sierra Nevada Pale Ale,American Pale Ale (APA),12
83,Sierra Nevada Brewing Company,Chico,CA,0.072,65,Torpedo,American IPA,16
83,Sierra Nevada Brewing Company,Chico,CA,0.05,28,Summerfest,Czech Pilsener,12
83,Sierra Nevada Brewing Company,Chico,CA,0.048,26,Old Chico Crystal Wheat,American Pale Wheat Ale,12
83,Sierra Nevada Brewing Company,Chico,CA,0.056,37,Sierra Nevada Pale Ale,American Pale Ale (APA),16
83,Sierra Nevada Brewing Company,Chico,CA,0.06,NA,CANfusion Rye Bock,Rye Beer,12
83,Sierra Nevada Brewing Company,Chico,CA,0.06,NA,Yonder Bock,Maibock / Helles Bock,12
83,Sierra Nevada Brewing Company,Chico,CA,0.072,65,Torpedo,American IPA,12
83,Sierra Nevada Brewing Company,Chico,CA,0.052,NA,Nooner,German Pilsener,12
84,Keweenaw Brewing Company,Houghton,MI,NA,NA,Red Jacket Amber Ale,American Amber / Red Ale,12
84,Keweenaw Brewing Company,Houghton,MI,NA,NA,Pick Axe Blonde Ale,American Blonde Ale,12
84,Keweenaw Brewing Company,Houghton,MI,NA,NA,Lift Bridge Brown Ale,American Brown Ale,12
84,Keweenaw Brewing Company,Houghton,MI,NA,NA,Widow Maker Black Ale,American Brown Ale,12
84,Keweenaw Brewing Company,Houghton,MI,NA,NA,Olde Ore Dock Scottish Ale,Scottish Ale,12
84,Keweenaw Brewing Company,Houghton,MI,NA,NA,November Gale Pale Ale,American Pale Ale (APA),12
84,Keweenaw Brewing Company,Houghton,MI,NA,NA,U. P. Witbier,Witbier,12
85,Brewery Terra Firma,Traverse City,MI,0.053,NA,Manitou Amber,American Amber / Red Ale,16
86,Grey Sail Brewing Company,Westerly,RI,0.085,69,Captain's Daughter,American Double / Imperial IPA,12
86,Grey Sail Brewing Company,Westerly,RI,0.058,NA,Autumn Winds Fest Beer,Märzen / Oktoberfest,16
87,Kirkwood Station Brewing Company,Kirkwood,MO,0.048,11,Blackberry Wheat,American Pale Wheat Ale,16
87,Kirkwood Station Brewing Company,Kirkwood,MO,0.063,65,India Pale Ale,American IPA,16
88,Goose Island Brewing Company,Chicago,IL,0.042,20,312 Urban Wheat Ale (2012),American Pale Wheat Ale,12
88,Goose Island Brewing Company,Chicago,IL,0.042,18,312 Urban Wheat Ale,American Pale Wheat Ale,12
88,Goose Island Brewing Company,Chicago,IL,0.042,18,312 Urban Wheat Ale,American Pale Wheat Ale,16
88,Goose Island Brewing Company,Chicago,IL,0.054,30,312 Urban Pale Ale,American Pale Ale (APA),12
88,Goose Island Brewing Company,Chicago,IL,0.054,30,312 Urban Pale Ale,American Pale Ale (APA),16
89,Broad Brook Brewing LLC,East Windsor,CT,0.061,NA,Broad Brook Ale,American Amber / Red Ale,16
90,The Lion Brewery,Wilkes-Barre,PA,0.045,NA,Lionshead,American Pilsner,12
91,Madtree Brewing Company,Cincinnati,OH,0.06,30,Happy Amber,American Amber / Red Ale,12
91,Madtree Brewing Company,Cincinnati,OH,0.07,32,Gnarly Brown,American Brown Ale,12
91,Madtree Brewing Company,Cincinnati,OH,0.069,70,Psychopathy,American IPA,12
91,Madtree Brewing Company,Cincinnati,OH,0.05,40,SPRYE,American Pale Ale (APA),12
91,Madtree Brewing Company,Cincinnati,OH,0.047,11,LIFT,Kölsch,12
91,Madtree Brewing Company,Cincinnati,OH,0.079,18,The Great Pumpcan,Fruit / Vegetable Beer,16
91,Madtree Brewing Company,Cincinnati,OH,0.085,NA,Thunder Snow,Winter Warmer,12
91,Madtree Brewing Company,Cincinnati,OH,0.043,18,Sol Drifter,American Blonde Ale,12
91,Madtree Brewing Company,Cincinnati,OH,0.099,NA,Galaxy High,American Double / Imperial IPA,12
92,Jackie O's Pub & Brewery,Athens,OH,0.067,NA,Chomolungma Honey Nut Brown Ale,English Brown Ale,12
92,Jackie O's Pub & Brewery,Athens,OH,0.05,NA,Firefly Amber Ale,American Amber / Red Ale,12
92,Jackie O's Pub & Brewery,Athens,OH,0.07,NA,Mystic Mama IPA,American IPA,12
92,Jackie O's Pub & Brewery,Athens,OH,0.065,NA,Hop Ryot,American IPA,12
92,Jackie O's Pub & Brewery,Athens,OH,0.055,NA,Razz Wheat,Fruit / Vegetable Beer,12
93,Rhinegeist Brewery,Cincinnati,OH,0.048,25,Cougar,American Blonde Ale,12
93,Rhinegeist Brewery,Cincinnati,OH,0.072,75,Truth,American IPA,12
93,Rhinegeist Brewery,Cincinnati,OH,0.043,45,Zen,American Pale Ale (APA),12
93,Rhinegeist Brewery,Cincinnati,OH,0.052,21,Franz,Märzen / Oktoberfest,12
93,Rhinegeist Brewery,Cincinnati,OH,0.058,35,Panther,American Porter,12
93,Rhinegeist Brewery,Cincinnati,OH,0.06,60,Dad,American Amber / Red Ale,12
93,Rhinegeist Brewery,Cincinnati,OH,0.055,42,Pure Fury,American Pale Ale (APA),12
93,Rhinegeist Brewery,Cincinnati,OH,0.057,42,Hustle,American Amber / Red Ale,12
94,Warped Wing Brewing Company,Dayton,OH,0.07,NA,Flyin' Rye,American IPA,16
94,Warped Wing Brewing Company,Dayton,OH,0.07,NA,10 Ton,Oatmeal Stout,16
94,Warped Wing Brewing Company,Dayton,OH,0.054,20,Ermal's,Cream Ale,16
94,Warped Wing Brewing Company,Dayton,OH,0.052,67,Self Starter,American IPA,16
95,Blackrocks Brewery,Marquette,MA,0.073,NA,Flying Sailor,Rye Beer,12
96,Catawba Valley Brewing Company,Morganton,NC,0.054,NA,King Coconut,American Porter,12
96,Catawba Valley Brewing Company,Morganton,NC,0.058,NA,Peanut Butter Jelly Time,American Brown Ale,12
97,Tröegs Brewing Company,Hershey,PA,0.075,85,Perpetual IPA,American IPA,12
97,Tröegs Brewing Company,Hershey,PA,0.082,25,Troegenator Doublebock,Doppelbock,16
97,Tröegs Brewing Company,Hershey,PA,0.045,45,Sunshine Pils,American Pilsner,12
97,Tröegs Brewing Company,Hershey,PA,0.075,93,Nugget Nectar,American Amber / Red Ale,16
97,Tröegs Brewing Company,Hershey,PA,0.082,NA,Troegenator,Doppelbock,16
98,Mission Brewery,San Diego,CA,0.092,75,Shipwrecked Double IPA,American Double / Imperial IPA,32
98,Mission Brewery,San Diego,CA,0.048,44,El Conquistador Extra Pale Ale,American Pale Ale (APA),32
98,Mission Brewery,San Diego,CA,0.068,66,Mission IPA,American IPA,32
98,Mission Brewery,San Diego,CA,0.05,NA,Cortez Gold,Belgian Pale Ale,32
99,Christian Moerlein Brewing Company,Cincinnati,OH,0.089,126,Bay of Bengal Double IPA (2014),American Double / Imperial IPA,12
100,West Sixth Brewing,Lexington,KY,NA,NA,West Sixth IPA,American IPA,12
100,West Sixth Brewing,Lexington,KY,0.055,NA,West Sixth Amber Ale,American Amber / Red Ale,12
100,West Sixth Brewing,Lexington,KY,0.07,NA,Pay It Forward Cocoa Porter,American Porter,12
100,West Sixth Brewing,Lexington,KY,0.09,NA,Christmas Ale,Herbed / Spiced Beer,12
101,Coastal Extreme Brewing Company,Newport,RI,0.052,24,Hurricane Amber Ale,American Amber / Red Ale,12
101,Coastal Extreme Brewing Company,Newport,RI,0.052,24,Hurricane Amber Ale (2004),American Amber / Red Ale,12
101,Coastal Extreme Brewing Company,Newport,RI,0.065,75,Newport Storm IPA,American IPA,12
101,Coastal Extreme Brewing Company,Newport,RI,0.046,11,Rhode Island Blueberry,Kölsch,12
102,King Street Brewing Company,Anchorage,AK,0.049,NA,King Street Blonde Ale,American Blonde Ale,12
102,King Street Brewing Company,Anchorage,AK,0.057,10,King Street Hefeweizen,Hefeweizen,12
102,King Street Brewing Company,Anchorage,AK,0.06,70,King Street IPA,American IPA,12
102,King Street Brewing Company,Anchorage,AK,0.055,NA,King Street Pilsner,Czech Pilsener,12
102,King Street Brewing Company,Anchorage,AK,0.051,NA,Amber Ale,American Amber / Red Ale,12
103,Beer Works Brewery,Lowell,MA,0.048,16,Bunker Hill Blueberry Ale,Other,12
103,Beer Works Brewery,Lowell,MA,0.068,85,Back Bay IPA,American IPA,12
103,Beer Works Brewery,Lowell,MA,0.058,45,Fenway American Pale Ale,American Pale Ale (APA),12
103,Beer Works Brewery,Lowell,MA,0.05,10,Watermelon Ale,Fruit / Vegetable Beer,12
104,Lone Tree Brewing Company,Lone Tree,CO,0.057,40,Peach Pale Ale,American Pale Ale (APA),12
105,Four String Brewing Company,Columbus,OH,0.07,70,Big Star White IPA,American White IPA,12
105,Four String Brewing Company,Columbus,OH,0.057,36,Brass Knuckle Pale Ale,American Pale Ale (APA),12
105,Four String Brewing Company,Columbus,OH,0.05,28,Suncaster Summer Wheat,American Pale Wheat Ale,12
105,Four String Brewing Company,Columbus,OH,0.06,NA,Four String Vanilla Porter,American Porter,12
106,Glabrous Brewing Company,Pineland,ME,0.067,70,Clean Shave IPA,American IPA,12
107,Bonfire Brewing Company,Eagle,CO,0.066,72,Firestarter India Pale Ale,American IPA,16
107,Bonfire Brewing Company,Eagle,CO,0.048,NA,Brush Creek Blonde,American Blonde Ale,16
107,Bonfire Brewing Company,Eagle,CO,0.048,NA,Wood Splitter Pilsner (2012),Czech Pilsener,12
107,Bonfire Brewing Company,Eagle,CO,0.058,NA,Demshitz Brown Ale,American Brown Ale,12
107,Bonfire Brewing Company,Eagle,CO,0.058,NA,Awry Rye Pale Ale,American Pale Ale (APA),12
107,Bonfire Brewing Company,Eagle,CO,0.061,NA,Tent Pole Vanilla Porter,American Porter,16
107,Bonfire Brewing Company,Eagle,CO,0.064,NA,Mistress Winter Wheat,Winter Warmer,12
107,Bonfire Brewing Company,Eagle,CO,0.053,45,Kindler Pale Ale,American Pale Ale (APA),12
107,Bonfire Brewing Company,Eagle,CO,0.049,NA,Dirtbag Dunkel,Munich Dunkel Lager,16
107,Bonfire Brewing Company,Eagle,CO,0.048,38,Screaming Eagle Special Ale ESB,Extra Special / Strong Bitter (ESB),12
107,Bonfire Brewing Company,Eagle,CO,0.047,NA,Live Local Golden Ale,American Blonde Ale,12
107,Bonfire Brewing Company,Eagle,CO,0.047,NA,Moe's Original Bar B Que 'Bama Brew Golden Ale,American Blonde Ale,12
107,Bonfire Brewing Company,Eagle,CO,0.068,NA,Pink-I Raspberry IPA,American IPA,16
107,Bonfire Brewing Company,Eagle,CO,0.047,NA,Slow & Steady Golden Ale,American Blonde Ale,12
107,Bonfire Brewing Company,Eagle,CO,0.07,94,Farmer Wirtz India Pale Ale,English India Pale Ale (IPA),16
107,Bonfire Brewing Company,Eagle,CO,0.056,26,Gyptoberfest,Märzen / Oktoberfest,12
107,Bonfire Brewing Company,Eagle,CO,0.048,30,Wood Splitter Pilsner,Czech Pilsener,16
107,Bonfire Brewing Company,Eagle,CO,0.075,22,Kilt Dropper Scotch Ale,Scotch Ale / Wee Heavy,16
107,Bonfire Brewing Company,Eagle,CO,0.066,72,Firestarter India Pale Ale,American IPA,12
108,Thomas Hooker Brewing Company,Bloomfield,CT,0.051,11,Watermelon Ale,Fruit / Vegetable Beer,12
109,"Woodstock Inn, Station & Brewery",North Woodstock,NH,0.028,15,Summer Brew,American Pilsner,12
109,"Woodstock Inn, Station & Brewery",North Woodstock,NH,0.065,82,4000 Footer IPA,American IPA,12
110,Renegade Brewing Company,Denver,CO,0.07,100,Ryeteous Rye IPA (2012),American IPA,16
110,Renegade Brewing Company,Denver,CO,0.05,25,5:00 O'Clock Afternoon Ale,American Blonde Ale,16
110,Renegade Brewing Company,Denver,CO,0.099,100,Elevation Triple India Pale Ale,American Double / Imperial IPA,12
110,Renegade Brewing Company,Denver,CO,0.07,100,Redacted Rye IPA,American IPA,16
110,Renegade Brewing Company,Denver,CO,0.09,60,Hammer & Sickle,Russian Imperial Stout,12
110,Renegade Brewing Company,Denver,CO,0.05,40,Consilium,American Pale Ale (APA),12
111,Mother Earth Brew Company,Vista,CA,0.052,21,Cali Creamin',Cream Ale,12
112,Black Market Brewing Company,Temecula,CA,0.058,44,Aftermath Pale Ale,American Pale Ale (APA),12
112,Black Market Brewing Company,Temecula,CA,0.05,8,Black Market Hefeweizen,Hefeweizen,12
112,Black Market Brewing Company,Temecula,CA,0.075,35,Blackmarket Rye IPA,American IPA,12
112,Black Market Brewing Company,Temecula,CA,0.045,16,Deception,American Blonde Ale,12
113,Vault Brewing Company,Yardley,PA,0.052,NA,Nitro Can Coffee Stout,American Stout,12
114,Jailbreak Brewing Company,Laurel,MD,0.069,NA,Welcome to Scoville,American IPA,12
115,Smartmouth Brewing Company,Norfolk,VA,0.062,33,Alter Ego,Saison / Farmhouse Ale,12
115,Smartmouth Brewing Company,Norfolk,VA,0.058,35,Murphy's Law,American Amber / Red Ale,12
115,Smartmouth Brewing Company,Norfolk,VA,0.07,88,Rule G IPA,American IPA,12
116,Base Camp Brewing Co.,Portland,OR,0.051,45,Celestial Meridian Cascadian Dark Lager,Euro Dark Lager,12
116,Base Camp Brewing Co.,Portland,OR,0.05,20,Lost Meridian Wit,Witbier,12
116,Base Camp Brewing Co.,Portland,OR,0.068,62,In-Tents India Pale Lager,American Pale Lager,12
116,Base Camp Brewing Co.,Portland,OR,0.067,60,Ultra Gnar Gnar IPA,American IPA,12
116,Base Camp Brewing Co.,Portland,OR,0.049,22,Hop in the ‘Pool Helles,American Pilsner,12
117,Alameda Brewing,Portland,OR,0.082,103,Yellow Wolf Imperial IPA,American Double / Imperial IPA,12
117,Alameda Brewing,Portland,OR,0.053,36,Klickitat Pale Ale,American Pale Ale (APA),12
117,Alameda Brewing,Portland,OR,0.04,20,P-Town Pilsner,American Pilsner,12
118,Southern Star Brewing Company,Conroe,TX,0.05,20,Bombshell Blonde,American Blonde Ale,12
118,Southern Star Brewing Company,Conroe,TX,0.065,45,Pine Belt Pale Ale,American Pale Ale (APA),16
118,Southern Star Brewing Company,Conroe,TX,0.083,50,Buried Hatchet Stout,Foreign / Export Stout,12
118,Southern Star Brewing Company,Conroe,TX,0.069,23,Le Mort Vivant (2011),Bière de Garde,12
118,Southern Star Brewing Company,Conroe,TX,0.055,NA,Walloon (2014),Saison / Farmhouse Ale,12
118,Southern Star Brewing Company,Conroe,TX,0.099,100,PRO-AM (2012) (2012),American Double / Imperial IPA,12
118,Southern Star Brewing Company,Conroe,TX,0.05,20,Bombshell Blonde,American Blonde Ale,16
118,Southern Star Brewing Company,Conroe,TX,0.072,40,Old Potentate,Old Ale,12
118,Southern Star Brewing Company,Conroe,TX,0.085,110,Red Cockaded Ale (2013),American Double / Imperial IPA,12
118,Southern Star Brewing Company,Conroe,TX,0.092,100,Valkyrie Double IPA,American Double / Imperial IPA,12
118,Southern Star Brewing Company,Conroe,TX,0.085,110,Red Cockaded Ale,American Double / Imperial IPA,12
118,Southern Star Brewing Company,Conroe,TX,0.069,23,Le Mort Vivant,Bière de Garde,12
118,Southern Star Brewing Company,Conroe,TX,0.055,NA,Walloon,Saison / Farmhouse Ale,12
118,Southern Star Brewing Company,Conroe,TX,0.065,45,Pine Belt Pale Ale,American Pale Ale (APA),12
119,Steamworks Brewing Company,Durango,CO,0.065,65,Third Eye Pale Ale,American IPA,12
119,Steamworks Brewing Company,Durango,CO,0.057,25,Steam Engine Lager,American Amber / Red Lager,12
119,Steamworks Brewing Company,Durango,CO,0.049,17,Colorado Kölsch,Kölsch,12
119,Steamworks Brewing Company,Durango,CO,0.065,65,Third Eye Enlightened Pale Ale,American Pale Ale (APA),12
120,Horny Goat Brew Pub,Milwaukee,WI,0.06,NA,Oktoberfest,Märzen / Oktoberfest,16
120,Horny Goat Brew Pub,Milwaukee,WI,0.051,17,Laka Laka Pineapple,Hefeweizen,12
120,Horny Goat Brew Pub,Milwaukee,WI,0.056,NA,Watermelon Wheat,American Pale Wheat Ale,12
121,Cheboygan Brewing Company,Cheboygan,MI,0.052,NA,Lighthouse Amber,Altbier,16
121,Cheboygan Brewing Company,Cheboygan,MI,0.057,10,Blood Orange Honey,Fruit / Vegetable Beer,16
121,Cheboygan Brewing Company,Cheboygan,MI,0.057,58,IPA #11,American IPA,16
122,Center of the Universe Brewing C...,Ashland,VA,0.052,42,Ray Ray’s Pale Ale,American Pale Ale (APA),12
122,Center of the Universe Brewing C...,Ashland,VA,0.05,40,Main St. Virginia Ale,Altbier,12
122,Center of the Universe Brewing C...,Ashland,VA,0.045,24,Chin Music Amber Lager,American Amber / Red Lager,12
122,Center of the Universe Brewing C...,Ashland,VA,0.05,40,Main St. Virginia Ale,Altbier,12
123,Ipswich Ale Brewery,Ipswich,MA,0.049,NA,Summer Ale,American Blonde Ale,12
124,Griffin Claw Brewing Company,Birmingham,MI,0.09,NA,Lemon Shandy Tripel,Tripel,16
124,Griffin Claw Brewing Company,Birmingham,MI,0.04,55,Norm's Gateway IPA,American IPA,12
124,Griffin Claw Brewing Company,Birmingham,MI,0.05,35,Grind Line,American Pale Ale (APA),16
124,Griffin Claw Brewing Company,Birmingham,MI,0.075,NA,Norm's Raggedy Ass IPA,American IPA,16
124,Griffin Claw Brewing Company,Birmingham,MI,0.065,25,El Rojo,American Amber / Red Ale,16
124,Griffin Claw Brewing Company,Birmingham,MI,0.05,35,Grand Trunk Bohemian Pils,Czech Pilsener,16
124,Griffin Claw Brewing Company,Birmingham,MI,0.05,25,Screamin’ Pumpkin,Pumpkin Ale,16
124,Griffin Claw Brewing Company,Birmingham,MI,0.065,NA,3 Scrooges,Winter Warmer,16
124,Griffin Claw Brewing Company,Birmingham,MI,0.045,6,Mr. Blue Sky,American Pale Wheat Ale,16
125,Karbach Brewing Company,Houston,TX,0.066,70,Hopadillo India Pale Ale,American IPA,12
125,Karbach Brewing Company,Houston,TX,0.052,15,Weisse Versa,Hefeweizen,12
125,Karbach Brewing Company,Houston,TX,0.049,45,Sympathy for the Lager,American Amber / Red Lager,12
125,Karbach Brewing Company,Houston,TX,0.095,85,Rodeo Clown Double IPA,American Double / Imperial IPA,12
125,Karbach Brewing Company,Houston,TX,0.066,20,Barn Burner Saison,Saison / Farmhouse Ale,12
125,Karbach Brewing Company,Houston,TX,0.047,20,Love Street Summer Seasonal (2014),Kölsch,12
125,Karbach Brewing Company,Houston,TX,0.055,25,Karbachtoberfest,Märzen / Oktoberfest,12
125,Karbach Brewing Company,Houston,TX,0.055,40,Weekend Warrior Pale Ale,American Pale Ale (APA),12
125,Karbach Brewing Company,Houston,TX,0.058,25,Mother in Lager,Munich Dunkel Lager,12
125,Karbach Brewing Company,Houston,TX,0.052,16,Weisse Versa (2012),Hefeweizen,12
126,Uncle Billy's Brewery and Smokeh...,Austin,TX,0.047,25,Humbucker Helles,Maibock / Helles Bock,16
126,Uncle Billy's Brewery and Smokeh...,Austin,TX,0.06,75,The Green Room,American IPA,16
127,Deep Ellum Brewing Company,Dallas,TX,0.07,70,Deep Ellum IPA,American IPA,12
127,Deep Ellum Brewing Company,Dallas,TX,0.052,23,Dallas Blonde,American Blonde Ale,12
127,Deep Ellum Brewing Company,Dallas,TX,0.046,NA,Rye Pils Session Lager,German Pilsener,12
127,Deep Ellum Brewing Company,Dallas,TX,0.048,25,Farmhouse Wit,Saison / Farmhouse Ale,16
127,Deep Ellum Brewing Company,Dallas,TX,0.07,NA,Double Brown Stout,Baltic Porter,12
127,Deep Ellum Brewing Company,Dallas,TX,0.06,NA,Deep Ellum Pale Ale,American Pale Ale (APA),12
127,Deep Ellum Brewing Company,Dallas,TX,0.085,100,Dream Crusher Double IPA,American Double / Imperial IPA,12
127,Deep Ellum Brewing Company,Dallas,TX,0.075,33,Oak Cliff Coffee Ale,American Brown Ale,12
127,Deep Ellum Brewing Company,Dallas,TX,0.06,NA,Neato Bandito,Euro Pale Lager,12
128,Real Ale Brewing Company,Blanco,TX,0.051,21,Firemans #4 Blonde Ale (2015),American Blonde Ale,12
128,Real Ale Brewing Company,Blanco,TX,0.06,50,Four Squared (2015),American Blonde Ale,12
128,Real Ale Brewing Company,Blanco,TX,0.053,52,Hans' Pils (2015),German Pilsener,12
128,Real Ale Brewing Company,Blanco,TX,0.059,NA,The Sword Iron Swan Ale,English Pale Ale,12
128,Real Ale Brewing Company,Blanco,TX,0.051,21,Firemans #4 Blonde Ale (2013),American Blonde Ale,12
128,Real Ale Brewing Company,Blanco,TX,0.099,85,BLAKKR,American Black Ale,12
128,Real Ale Brewing Company,Blanco,TX,0.046,25,White (2015),Witbier,12
128,Real Ale Brewing Company,Blanco,TX,0.044,5,18th Anniversary Gose,Gose,12
129,Straub Brewery,St Mary's,PA,0.032,13,American Light,Light Lager,12
129,Straub Brewery,St Mary's,PA,0.041,8,American Amber,American Amber / Red Lager,12
129,Straub Brewery,St Mary's,PA,0.041,8,American Lager,American Adjunct Lager,12
129,Straub Brewery,St Mary's,PA,0.05,NA,Straub Beer (Current),American Adjunct Lager,12
130,Shebeen Brewing Company,Wolcott,CT,0.068,NA,Black Hop IPA,American Black Ale,12
131,Stevens Point Brewery,Stevens Point,WI,0.047,9,Point Special Lager,American Adjunct Lager,12
131,Stevens Point Brewery,Stevens Point,WI,0.047,14,Point Amber Classic,American Amber / Red Lager,12
131,Stevens Point Brewery,Stevens Point,WI,0.054,33,Point Cascade Pale Ale,American Pale Ale (APA),12
131,Stevens Point Brewery,Stevens Point,WI,0.05,7,Point Nude Beach Summer Wheat (2010),American Pale Wheat Ale,12
131,Stevens Point Brewery,Stevens Point,WI,0.054,32,2012 Black Ale,American Brown Ale,12
131,Stevens Point Brewery,Stevens Point,WI,0.057,15,Point Oktoberfest,Märzen / Oktoberfest,12
131,Stevens Point Brewery,Stevens Point,WI,0.049,13,Three Kings Ale,Kölsch,12
131,Stevens Point Brewery,Stevens Point,WI,0.035,NA,Drop Dead Blonde,American Blonde Ale,12
131,Stevens Point Brewery,Stevens Point,WI,0.05,7,Point Nude Beach Summer Wheat (2011),American Pale Wheat Ale,12
131,Stevens Point Brewery,Stevens Point,WI,0.05,7,Point Nude Beach Summer Wheat,American Pale Wheat Ale,12
131,Stevens Point Brewery,Stevens Point,WI,0.052,7,Point Nude Beach Summer Wheat,American Pale Wheat Ale,16
131,Stevens Point Brewery,Stevens Point,WI,0.057,15,Point Oktoberfest,Märzen / Oktoberfest,16
131,Stevens Point Brewery,Stevens Point,WI,0.062,NA,St. Benedict's Winter Ale,Winter Warmer,12
131,Stevens Point Brewery,Stevens Point,WI,0.047,9,Point Special Lager,American Adjunct Lager,16
131,Stevens Point Brewery,Stevens Point,WI,0.047,9,Point Special (2012),American Adjunct Lager,12
131,Stevens Point Brewery,Stevens Point,WI,0.047,9,Point Special (2013),American Adjunct Lager,12
131,Stevens Point Brewery,Stevens Point,WI,0.063,64,Beyond The Pale IPA,American IPA,12
131,Stevens Point Brewery,Stevens Point,WI,0.052,9,Onyx Black Ale,American Black Ale,12
131,Stevens Point Brewery,Stevens Point,WI,0.047,9,Point Special,American Adjunct Lager,12
131,Stevens Point Brewery,Stevens Point,WI,0.054,33,Point Cascade Pale Ale (2013),American Pale Ale (APA),12
131,Stevens Point Brewery,Stevens Point,WI,0.047,9,Point Special,American Adjunct Lager,12
131,Stevens Point Brewery,Stevens Point,WI,0.047,9,Point Special (Current),American Adjunct Lager,12
132,Weston Brewing Company,Weston,MO,0.052,NA,Drop Kick Ale,American Amber / Red Ale,12
132,Weston Brewing Company,Weston,MO,0.049,28,L'il Lucy's Hot Pepper Ale,Chile Beer,12
132,Weston Brewing Company,Weston,MO,NA,NA,O’Malley’s Irish Style Cream Ale,Cream Ale,12
132,Weston Brewing Company,Weston,MO,0.075,89,O’Malley’s IPA,American IPA,12
132,Weston Brewing Company,Weston,MO,NA,NA,O’Malley’s Stout,English Stout,12
132,Weston Brewing Company,Weston,MO,0.08,NA,Rip Van Winkle (Current),Bock,12
132,Weston Brewing Company,Weston,MO,NA,NA,Royal Lager,American Pale Lager,16
133,Southern Prohibition Brewing Com...,Hattiesburg,MS,0.058,60,Devil's Harvest Extra Pale Ale,American Pale Ale (APA),16
133,Southern Prohibition Brewing Com...,Hattiesburg,MS,0.05,20,Suzy B Dirty Blonde Ale,American Blonde Ale,16
133,Southern Prohibition Brewing Com...,Hattiesburg,MS,0.058,40,Hipster Breakfast,Oatmeal Stout,16
133,Southern Prohibition Brewing Com...,Hattiesburg,MS,0.08,80,Mississippi Fire Ant,American Amber / Red Ale,16
133,Southern Prohibition Brewing Com...,Hattiesburg,MS,0.05,20,Suzy B Dirty Blonde Ale,American Blonde Ale,12
133,Southern Prohibition Brewing Com...,Hattiesburg,MS,0.058,60,Devil's Harvest Extra Pale Ale,American Pale Ale (APA),12
133,Southern Prohibition Brewing Com...,Hattiesburg,MS,0.053,45,Jack the Sipper,Extra Special / Strong Bitter (ESB),12
133,Southern Prohibition Brewing Com...,Hattiesburg,MS,0.077,65,Sinister Minister Black IPA,American IPA,16
133,Southern Prohibition Brewing Com...,Hattiesburg,MS,0.075,72,2014 IPA Cicada Series,American IPA,16
